url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Superficie Balcones,Garage,Parrillero,Orientación,Cocina,Año de Construcción,Jardín,Dormitorios Servicio,Calefacción,Acepta Mascotas,Piscina,Plantas,Seguridad,Disposición,Lavadero,Dormitorios Suite,Propiedad Horizontal,Muebles,Pisos Edificio,Altura,Aptos por piso,Gastos Comúnes,Patio,Piso
https://www.casasymas.com.uy/propiedad/168840-casa-en-venta-en-ciudad-vieja-montevideo,U$S 260.000Venta,Monoambiente,1,455 m²,900m²,455m²,,,,,Cocina Definida,,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/190911-venta-casa-3-dormitorios-carrasco-ayres-polo,U$S 389.000Venta,3,2,169 m²,93m²,,169m²,,,Norte,,,Jardín,,,Acepta Mascotas,,,,Frente,Lavadero,,,,1,,,,Patio,
https://www.casasymas.com.uy/propiedad/181441-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,U$S 495.000Venta,4,4,290 m²,290m²,600m²,,Garaje: 2,,Oeste,,,,,,,,2,,Frente,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/166361-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,U$S 445.000Venta,4,2,190 m²,190m²,330m²,,Garaje: 2,,Norte,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194238-venta-casa-de-3-dormitorios-en-carrasco-norte-proximo-a-colegios-alara-housing,U$S 401.712Venta,3,3,205.2 m²,113m²,91m²,21m²,Cochera: 2,Parrillero,Norte,,2025,Jardín,,,,Piscina,2,,,,Dormitorios en Suite: 1,Propiedad Horizontal,,,,,,,
https://www.casasymas.com.uy/propiedad/179274-venta-de-hermosa-casa-de-2-pisos-6-dormitorios-y-3-banos-en-barrio-pocitos,U$S 325.000Venta,6,3,256 m²,160m²,160m²,96m²,,Parrillero,Sur,Cocina Definida,1930,Jardín,,,Acepta Mascotas,,2,,Frente,,Dormitorios en Suite: 1,Propiedad Horizontal,,3,,,,,2
https://www.casasymas.com.uy/propiedad/192152-casa-en-venta-de-3-dormitorios-en-nuevo-paris-montevideo,U$S 210.000Venta,3,2,1092 m²,104m²,1092m²,,Cochera: 0,Parrillero,Oeste,Cocina Integrada,1970,Jardín,,,Acepta Mascotas,Piscina,1,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/185394-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,U$S 275.000Venta,4,4,,160m²,267m²,,,,Este,,1941,,,,Acepta Mascotas,,,,Frente,,,,,,,2,,,
https://www.casasymas.com.uy/propiedad/96874-casa-en-alquiler-y-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 1.100.000Venta,3,3,1296 m²,456m²,1296m²,,Garaje: 2,Parrillero,Norte,Cocina Definida,1975,Jardín,Dormitorios de Servicio: 1,Radiadores a gas,Acepta Mascotas,,2,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/160236-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 1.070.000Venta,3,4,224 m²,139m²,224m²,,Garaje: 2,,,Cocina Definida,2023,Jardín,,,Acepta Mascotas,Piscina,,,,,Dormitorios en Suite: 1,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/167839-casa-en-venta-de-4-dormitorios-con-garage-en-pocitos-montevideo,U$S 335.000Venta,4,3,200 m²,180m²,20m²,,Garaje: 1,,Sur,Cocina Definida,85,,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/159263-casa-en-venta-de-2-dormitorios-en-jardines-de-carrasco-montevideo,U$S 232.000Venta,2,1,66 m²,66m²,66m²,,,,,Cocina Definida,2025,,,,Acepta Mascotas,Piscina,,,,,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/124651-casa-en-venta-de-4-dormitorios-con-garage-en-aguada-montevideo,U$S 169.000Venta,4,2,115 m²,107m²,115m²,,Garaje: 1,,,Cocina Definida,1949,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151363-casa-en-venta-de-1-dormitorio-en-brazo-oriental-montevideo,U$S 127.000Venta,1,1,56 m²,43m²,13m²,,,,Este,,1,,,,,,,,,,,,,,,,UYU 2000,,
https://www.casasymas.com.uy/propiedad/120650-casa-en-venta-de-2-dormitorios-con-garage-en-union-montevideo,U$S 155.000Venta,2,1,65 m²,65m²,115m²,,Garaje: 1,,Norte,,,,,,,,1,,Frente,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/187885-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,U$S 179.000Venta,4,2,136 m²,136m²,136m²,,Garaje: 0,,Oeste,,,,,,,,1,,Frente,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/163951-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 330.000Venta,3,3,106 m²,139m²,,,Garaje: 1,Parrillero,Sur,Cocina Definida,1940,,,,,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/124566-casa-en-venta-de-8-dormitorios-en-parque-rodo-montevideo,U$S 296.000Venta,8,5,400 m²,,,,,,,,,,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/135679-casa-en-venta-de-4-dormitorios-en-puerto-del-buceo-montevideo,U$S 350.000Venta,4,4,245 m²,215m²,30m²,,Garaje: 2,,Sur,Cocina Definida,1,Jardín,,,Acepta Mascotas,,2,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/126384-casa-en-venta-de-3-dormitorios-con-garage-en-cerrito-de-la-victoria-montevideo,U$S 105.000Venta,3,1,65 m²,65m²,,,Garaje: 1,,Este,,,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/172294-nuevo-precio-usd-580000-el-propietario-prioriza-otro-negocioenelinterior,U$S 580.000Venta,4,3,510 m²,242m²,510m²,,Cochera: 3,,Este,Cocina Definida,,Jardín,Dormitorios de Servicio: 1,Radiadores a gas,Acepta Mascotas,Piscina,2,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/5202-venta-casa-4-dormitorios-carrasco-miraflores-zona-embajadas-soberbia,U$S 1.500.000Venta,4,5,560 m²,,816m²,,Garaje: 4,Parrillero,,Cocina Definida,1990,,Dormitorios de Servicio: 1,"Estufa a leña , Central radiadores",,,2,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/201963-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 260.000Venta,2,2,,74m²,15m²,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/78379-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 203.400Venta,2,1,58.62 m²,56m²,,,Garaje: 1,,Oeste,,,,,,,Piscina,2,,,,,,,,,,$U 4500,,
https://www.casasymas.com.uy/propiedad/133355-oportunidad-inversion-4-casas-en-un-padron-excelente-renta,U$S 159.000Venta,2,1,40 m²,40m²,,40m²,,,,Cocina Definida,1,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/192980-venta-casa-3-dormitorios-en-punta-carretas,U$S 650.000Venta,3,3,221 m²,206m²,221m²,,Garaje: 1,,,Cocina Definida,,,,,,,,,Frente,Lavadero,,,,,,,,,
https://www.casasymas.com.uy/propiedad/203162-casa-de-2-dormitorios-con-garaje-y-gran-fondo-para-usos-va,U$S 250.000Venta,2,2,290 m²,75m²,290m²,,,,,Cocina Definida,1955,,,,Acepta Mascotas,,,,,,,,,,,1,,Patio,
https://www.casasymas.com.uy/propiedad/146739-casa-en-venta-de-7-dormitorios-en-tres-cruces-montevideo,U$S 279.000Venta,7,2,131 m²,131m²,,,,,Este,Cocina Definida,1923,,,,Acepta Mascotas,,1,,,,,Propiedad Horizontal,,,,,,,
https://www.casasymas.com.uy/propiedad/203133-venta-casa-de-5-dormitorios-en-malvin,U$S 560.000Venta,5,3,543 m²,306m²,543m²,543m²,,,,Cocina Definida,,Jardín,Dormitorios de Servicio: 1,,Acepta Mascotas,,,,Frente,Lavadero,,,,3,,,,Patio,
https://www.casasymas.com.uy/propiedad/81816-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 280.000Venta,3,2,,80m²,,19m²,Cochera: 0,Parrillero,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/203477-casa-en-venta-c-cochera-en-la-comercial,U$S 140.000Venta,2,1,101 m²,97m²,,,Garaje: 1,,Norte,Cocina Definida,1950,,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/142152-casa-en-venta-de-5-dormitorios-en-cerro-montevideo,U$S 279.000Venta,5,3,344 m²,200m²,,,,,Sur,Cocina Definida,1970,,,,Acepta Mascotas,Piscina,2,,,,,,Muebles,,,,,,
https://www.casasymas.com.uy/propiedad/161300-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.050.000Venta,4,3,790 m²,325m²,790m²,,Garaje: 2,,,Cocina Definida,2018,Jardín,Dormitorios de Servicio: 1,,Acepta Mascotas,,,,,Lavadero,Dormitorios en Suite: 2,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/182580-casa-en-venta-de-4-dormitorios-en-buceo-montevideo,U$S 780.000Venta,4,4,320 m²,237m²,100m²,,Garaje: 2,Parrillero,,Cocina Definida,2002,Jardín,,,Acepta Mascotas,Piscina,3,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/201573-venta-casa-3-dormitorios-carrasco-gabriel-otero-a-pasos-de-arocena,U$S 2.000.000Venta,3,2,237 m²,237m²,650m²,,Cochera: 1,Parrillero,,Cocina Definida,1945,Jardín,,Estufa a leña y aire acondicionado,,Piscina,1,Rejas,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/187620-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 530.000Venta,3,3,184 m²,124m²,184m²,14m²,Cochera: 2,Parrillero,Norte,Cocina Integrada,2025,Jardín,,Losa radiante a gas,Acepta Mascotas,Piscina,2,housing,,,Dormitorios en Suite: 1,Propiedad Horizontal,,,,,UYU 10000,,
https://www.casasymas.com.uy/propiedad/95109-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 2.300.000Venta,4,4,932 m²,611m²,932m²,,Garaje: 5,,Sur,,,,,,,,,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/201927-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 350.000Venta,4,3,1006 m²,270m²,1006m²,,,,,Cocina Definida,1939,Jardín,,,,,,,,,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/202847-venta-casa-3-dormitorios-servicio-completo-con-piscina-prado-ref-399,U$S 750.000Venta,3,4,409 m²,311m²,1136m²,,Cochera: 2,Parrillero,Norte,Cocina Integrada,1928,Jardín,Dormitorios de Servicio: 1,Calefacción central a gasoil,,Piscina,,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/52226-casa-en-venta-de-4-dormitorios-en-jacinto-vera-montevideo,U$S 275.000Venta,4,4,219 m²,219m²,194m²,,Garaje: 3,,Norte,,,,Dormitorios de Servicio: 1,,,,2,,Frente,,,,,2,,,,,
https://www.casasymas.com.uy/propiedad/159692-casa-en-venta-de-3-dormitorios-en-malvin-norte-montevideo,U$S 285.000Venta,3,3,894 m²,221m²,894m²,,Garaje: 2,,,Cocina Definida,1985,Jardín,Dormitorios de Servicio: 1,,Acepta Mascotas,Piscina,,,,Lavadero,Dormitorios en Suite: 1,,Muebles,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/191310-casa-en-venta-de-2-dormitorios-en-prado-montevideo,U$S 235.000Venta,2,1,500 m²,90m²,500m²,,Garaje: 2,,,Cocina Definida,1,Jardín,,,,,,,,,,,,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/190572-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 355.000Venta,2,1,152 m²,152m²,780m²,152m²,,,Oeste,Cocina Definida,1,,,,Acepta Mascotas,,,,Frente,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/89963-casa-en-venta-de-2-dormitorios-en-brazo-oriental-montevideo,U$S 270.000Venta,2,1,558 m²,161m²,397m²,,Garaje: 3,,Norte,Cocina Definida,1975,,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/155545-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 259.900Venta,2,2,92 m²,77m²,,15m²,Cochera: 2,Parrillero,,Cocina Integrada,2024,Jardín,,,,,2,,,,,Propiedad Horizontal,,,,,UYU 2000,,
https://www.casasymas.com.uy/propiedad/131420-casa-en-venta-de-4-dormitorios-en-ciudad-vieja-montevideo,U$S 420.000Venta,4,4,522 m²,522m²,,,,,Norte,Cocina Definida,1882,,,,Acepta Mascotas,,3,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179364-casa-en-venta-de-6-dormitorios-en-prado-montevideo,U$S 360.000Venta,6,5,480 m²,220m²,480m²,,Garaje: 3,,,Cocina Definida,1960,Jardín,,,Acepta Mascotas,,,,,Lavadero,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/168074-casa-en-venta-de-3-dormitorios-en-villa-espanola-montevideo,U$S 67.000Venta,3,1,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160020-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 630.000Venta,3,3,426 m²,199m²,426m²,,Garaje: 2,,,Cocina Definida,2025,,,,Acepta Mascotas,,,,,,Dormitorios en Suite: 1,,,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/199360-casa-en-venta-de-5-dormitorios-en-punta-gorda-montevideo,U$S 599.000Venta,5,4,376 m²,270m²,376m²,,Garaje: 2,Parrillero,,,,,Dormitorios de Servicio: 1,,,Piscina,2,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/159112-casa-en-venta-de-3-dormitorios-en-malvin-norte-montevideo,U$S 129.000Venta,3,2,110 m²,80m²,110m²,,,,,Cocina Definida,1960,,,,Acepta Mascotas,,,,,,,,,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/109190-casa-en-venta-de-8-dormitorios-en-nuevo-paris-montevideo,U$S 150.000Venta,8,4,,246m²,1016m²,,Garaje: 6,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/195652-casa-en-venta-de-4-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 399.000Venta,4,3,217 m²,187m²,125m²,30m²,Garaje: 1,Parrillero,Este,Cocina Definida,,,,,Acepta Mascotas,,2,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/172471-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 360.000Venta,3,3,156 m²,112m²,156m²,,,Parrillero,,Cocina Integrada,2024,Jardín,,,,,2,,,,,Propiedad Horizontal,,,,,,,
https://www.casasymas.com.uy/propiedad/199569-casa-en-venta-de-2-dormitorios-en-reducto-montevideo,U$S 98.500Venta,2,1,60 m²,60m²,60m²,,,,,Cocina Definida,1955,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/175910-casa-en-venta-de-3-dormitorios-en-parque-batlle-montevideo,U$S 470.000Venta,3,2,230 m²,150m²,80m²,,Garaje: 2,,Sur,Cocina Definida,1,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/166332-casa-en-venta-de-3-dormitorios-con-garage-en-union-montevideo,U$S 132.000Venta,3,2,85 m²,45m²,85m²,,Cochera: 1,Parrillero,Norte,Cocina Definida,1980,Jardín,,,Acepta Mascotas,,2,,,,,Propiedad Horizontal,,,,,,,
https://www.casasymas.com.uy/propiedad/195322-casa-en-venta-de-2-dormitorios-en-paso-molino-montevideo,U$S 120.000Venta,2,1,135 m²,80m²,55m²,,Garaje: 2,,Norte,Cocina Definida,1,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/90020-casa-en-venta-de-3-dormitorios-en-nuevo-paris-montevideo,U$S 140.000Venta,3,2,338 m²,100m²,238m²,,Garaje: 2,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/122273-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 580.000Venta,3,2,,300m²,480m²,,Garaje: 2,,Norte,,,,,,,Piscina,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/91398-casa-en-venta-de-4-dormitorios-con-garage-en-pocitos-montevideo,U$S 280.000Venta,4,2,200 m²,200m²,107m²,2m²,Garaje: 1,Parrillero,Norte,Cocina Definida,1934,,,Estufa,Acepta Mascotas,,3,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/161255-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,U$S 375.000Venta,2,2,160 m²,110m²,160m²,,Garaje: 3,,,Cocina Definida,1970,,,,Acepta Mascotas,,,,,Lavadero,,,,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/160636-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 235.000Venta,3,2,308 m²,116m²,308m²,,Garaje: 5,,,Cocina Definida,1976,,,,Acepta Mascotas,,,,,,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/146927-casa-en-venta-de-2-dormitorios-en-penarol-montevideo,U$S 250.000Venta,2,2,1094 m²,197m²,,,Garaje: 4,Parrillero,,Cocina Definida,1956,Jardín,,,Acepta Mascotas,Piscina,,,,,,,Muebles,,,,,,
https://www.casasymas.com.uy/propiedad/187898-casa-en-venta-de-3-dormitorios-en-centro-montevideo,U$S 170.000Venta,3,2,,149m²,149m²,,Garaje: 0,,Norte,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/167256-casa-en-venta-de-2-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 280.000Venta,2,,398 m²,174m²,,,Garaje: 1,Parrillero,,,,Jardín,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194571-casa-en-venta-de-4-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 530.000Venta,4,2,208 m²,148m²,208m²,,Garaje: 1,,,Cocina Definida,,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/174411-casa-en-venta-de-3-dormitorios-en-jacinto-vera-montevideo,U$S 175.000Venta,3,2,95 m²,100m²,95m²,5m²,Garaje: 0,,Norte,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/79904-casa-en-venta-de-10-dormitorios-en-centro-montevideo,U$S 330.000Venta,10,2,,234m²,234m²,,Garaje: 0,,Norte,,,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/200928-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 415.000Venta,3,2,140 m²,99m²,140m²,,Garaje: 2,,,Cocina Definida,2024,Jardín,,,Acepta Mascotas,Piscina,,,,Lavadero,Dormitorios en Suite: 1,,,,3m,1,UYU 10000,,
https://www.casasymas.com.uy/propiedad/86788-casa-de-dos-dormitorios-en-venta-en-jardines-del-hipodromo,U$S 70.000Venta,2,1,95 m²,49m²,,,Garaje: 1,,Norte,,,,,,,,1,,Frente,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/170043-casa-en-venta-de-3-dormitorios-en-pajas-blancas-montevideo,U$S 165.000Venta,3,2,1236 m²,256m²,1236m²,,,,,Cocina Definida,1990,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194124-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-montevideo,U$S 235.000Venta,2,2,87 m²,70m²,13m²,,Garaje: 1,,Norte,Cocina Definida,1,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/196274-casa-en-venta-de-4-dormitorios-en-parque-batlle-montevideo,U$S 720.000Venta,4,4,380 m²,230m²,150m²,,Garaje: 2,,Norte,Cocina Definida,1,Jardín,,,,Piscina,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/203477-casa-en-venta-c-cochera-en-la-comercial,U$S 140.000Venta,2,1,101 m²,97m²,,,Garaje: 1,,Norte,Cocina Definida,1950,,,,Acepta Mascotas,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/159640-casa-en-venta-de-4-dormitorios-en-carrasco-norte-montevideo,U$S 499.000Venta,4,2,1000 m²,140m²,1000m²,,,,,Cocina Definida,1991,Jardín,,,,,,,,Lavadero,,,,,3m,1,,Patio,
https://www.casasymas.com.uy/propiedad/108622-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 389.000Venta,3,2,140 m²,140m²,,,Garaje: 1,,Norte,,1,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/196253-casa-en-venta-de-3-dormitorios-en-parque-batlle-montevideo,U$S 498.000Venta,3,3,440 m²,240m²,200m²,,Garaje: 2,,Norte,Cocina Definida,44,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/55952-casa-en-venta-de-2-dormitorios-en-prado-montevideo,U$S 155.000Venta,2,1,90 m²,90m²,,,Garaje: 0,,Norte,,,,,,,,1,,Frente,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/165005-casa-en-venta-de-4-dormitorios-en-pajas-blancas-montevideo,U$S 158.000Venta,4,3,909 m²,150m²,,,Cochera: 2,,,,,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/137357-casa-de-tres-dormitorios-en-venta-en-prado-009,U$S 388.000Venta,3,1,120 m²,16m²,,16m²,Garaje: 2,,Norte,,,,,,,,2,,Frente,,,,,2,,,UYU 7000,,
https://www.casasymas.com.uy/propiedad/123724-casa-en-venta-de-3-dormitorios-en-goes-montevideo,U$S 159.000Venta,3,2,,100m²,,,,,,,,,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/181504-casa-en-venta-de-4-dormitorios-en-punta-carretas-montevideo,U$S 1.495.000Venta,4,5,405 m²,367m²,38m²,,Garaje: 3,,Sur,Cocina Definida,,Jardín,,,,Piscina,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193322-casa-en-venta-de-4-dormitorios-con-garage-en-parque-batlle-montevideo,U$S 680.000Venta,4,3,242 m²,240m²,242m²,,Garaje: 1,,,Cocina Definida,1,,,,,,,,Frente,Lavadero,,,,,,,,,
https://www.casasymas.com.uy/propiedad/146884-casa-en-venta-de-3-dormitorios-en-palermo-montevideo,U$S 199.000Venta,3,1,92 m²,92m²,,,,Parrillero,Sur,Cocina Definida,1925,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/138906-casa-en-venta-de-5-dormitorios-en-montevideo,U$S 950.000Venta,5,3,,300m²,,80m²,Cochera: 2,Parrillero,,Cocina Definida,,Jardín,,bomba de calor,,Piscina,3,"alarma, vigilancia 24hrs, cámaras",,,Dormitorios en Suite: 1,,,,,,$U 8000,,
https://www.casasymas.com.uy/propiedad/162820-casa-en-venta-de-3-dormitorios-en-carrasco-este-montevideo,U$S 395.000Venta,3,2,10 m²,115m²,,,Garaje: 2,,Norte,Cocina Definida,,,,,,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/172460-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 274.000Venta,2,2,107 m²,86m²,107m²,,Cochera: 0,Parrillero,,Cocina Definida,2025,Jardín,,,,,2,,,,Dormitorios en Suite: 1,Propiedad Horizontal,,,,,,,
https://www.casasymas.com.uy/propiedad/120214-casa-en-venta-de-2-dormitorios-en-nuevo-paris-montevideo,U$S 60.000Venta,2,1,359 m²,359m²,359m²,,,,,Cocina Definida,,,,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/155280-casa-en-venta-de-3-dormitorios-con-garage-en-aires-puros-montevideo,U$S 120.000Venta,3,1,96 m²,66m²,30m²,,Garaje: 1,,Este,Cocina Definida,1990,Jardín,,,Acepta Mascotas,,,,Interior,,,,,,,,UYU 2000,Patio,
https://www.casasymas.com.uy/propiedad/194182-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,U$S 540.000Venta,4,4,335 m²,247m²,,,,Parrillero,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/162725-casa-en-venta-de-4-dormitorios-en-parques-barrio-jardin-montevideo,U$S 1.480.000Venta,4,6,380 m²,380m²,618m²,107m²,Cochera: 2,Parrillero,Oeste,Cocina Integrada,2025,Jardín,Dormitorios de Servicio: 1,losa radiante,Acepta Mascotas,Piscina,2,,,,Dormitorios en Suite: 4,,,,,,$U 15000,,
https://www.casasymas.com.uy/propiedad/128761-casa-en-venta-de-3-dormitorios-en-ituzaingo-montevideo,U$S 159.000Venta,3,1,210 m²,210m²,586m²,,Cochera: 2,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/165820-casa-en-venta-de-3-dormitorios-en-centro-montevideo,U$S 149.000Venta,3,1,130 m²,90m²,40m²,,,,Norte,Cocina Definida,2020,,,,Acepta Mascotas,,,,,Lavadero,,,,,,,,,
https://www.casasymas.com.uy/propiedad/200815-casa-en-venta-de-3-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 500.000Venta,3,2,377 m²,160m²,377m²,,Garaje: 1,,,Cocina Definida,1964,,,,Acepta Mascotas,,,,,Lavadero,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/98044-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-norte-montevideo,U$S 145.000Venta,2,1,294 m²,206m²,,,Garaje: 1,,Oeste,Cocina Definida,1960,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/199386-casa-en-venta-en-excelente-punto-de-carrasco-sur,U$S 580.000Venta,4,3,,257m²,614m²,,,,,Cocina Definida,,Jardín,,,Acepta Mascotas,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/159153-casa-en-venta-de-4-dormitorios-en-goes-montevideo,U$S 99.000Venta,4,1,105 m²,105m²,105m²,,,,,Cocina Definida,1920,,,,Acepta Mascotas,,,,,,,,,,3m,1,,,
https://www.casasymas.com.uy/propiedad/120539-casa-en-venta-de-2-dormitorios-en-union-montevideo,U$S 205.000Venta,2,3,259 m²,200m²,259m²,,Garaje: 2,Parrillero,,Cocina Definida,2016,Jardín,,,,Piscina,,,,,Dormitorios en Suite: 1,,,,,,,,
https://www.casasymas.com.uy/propiedad/168463-casa-en-venta-de-2-dormitorios-con-garage-en-maronas-montevideo,U$S 108.000Venta,2,1,100 m²,100m²,265m²,,Garaje: 1,,Oeste,,,,Dormitorios de Servicio: 1,,,,,,Frente,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/163740-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,U$S 125.000Venta,3,1,115 m²,115m²,,,,,Norte,Cocina Definida,2025,Jardín,,,,,,,,,,,,,,,,Patio,
https://www.casasymas.com.uy/propiedad/116828-casa-en-venta-de-3-dormitorios-en-cordon-montevideo,U$S 198.000Venta,3,3,147 m²,147m²,127m²,,Garaje: 0,,Sur,,,,,,,,2,,Frente,,,,,2,,,,,
