url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Balcones,Garage,Año de Construcción,Superficie Terreno,Dormitorios Suite,Gastos Comúnes,Parrillero,Calefacción,Plantas,Cocina,Seguridad,Jardín,Acepta Mascotas,Dormitorios Servicio,Piscina,Orientación,Disposición,Propiedad Horizontal,Altura,Aptos por piso,Patio,Pisos Edificio,Muebles,Lavadero,Piso,Ascensor
https://www.casasymas.com.uy/propiedad/63219-casa-en-venta-de-4-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 1.800.000Venta,4,3,603 m²,363m²,,Garaje: 1,,603m²,Dormitorios en Suite: 2,,,,,Cocina Definida,,,,Dormitorios de Servicio: 1,,,,,,,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/154476-venta-casa-ph-duplex-2-dormitorios-2-banos-cochera-patio-a-estrenarcarrasco-norte,U$S 230.000Venta,2,2,81 m²,66m²,15m²,Cochera: 1,2024,790m²,,UYU 2000,,,2,Cocina Integrada,cerca eléctrica y cámaras,Jardín,Acepta Mascotas,,,Oeste,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/205555-venta-casa-con-piscina-5-dormitorios-punta-gorda,U$S 579.000Venta,5,4,480 m²,300m²,,Garaje: 2,2011,480m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/206779-vendo-casa-en-carrasco-3-dormitorios-3-banos-fondoc-parr,U$S 460.000Venta,3,3,508 m²,166m²,,Garaje: 3,1980,508m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/206122-venta-casa-barrio-carmel,U$S 890.000Venta,5,3,360 m²,360m²,,Garaje: 1,2018,360m²,,,,,,Cocina Definida,,Jardín,,,,,,,3m,1,Patio,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/96876-casa-en-venta-de-3-dormitorios-en-puerto-del-buceo-montevideo,U$S 1.100.000Venta,3,5,317 m²,313m²,,Garaje: 2,2004,317m²,Dormitorios en Suite: 1,,Parrillero,Losa radiante electrica,2,Cocina Definida,"Camaras de segruidad, rejas, alarma",Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,Norte,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205222-venta-casa-ph-2-dormitorios-cochera-parrillero-en-cerro,U$S 59.000Venta,2,1,218 m²,60m²,,Cochera: 0,,,,,Parrillero,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/13836-casa-en-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,U$S 790.000Venta,4,5,1000 m²,350m²,,Cochera: 1,,1000m²,Dormitorios en Suite: 2,,,Estufa a leña,2,Cocina Integrada,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,Este,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/1289-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 1.090.000Venta,3,4,,,,,,,Dormitorios en Suite: 3,,Parrillero,,,,,,,,Piscina,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160636-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 200.000Venta,3,2,308 m²,116m²,,Garaje: 5,1976,308m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/56279-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.030.000Venta,4,4,328 m²,328m²,,Garaje: 2,,700m²,Dormitorios en Suite: 1,,Parrillero,,,Cocina Integrada,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/188497-casa-en-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,U$S 1.950.000Venta,4,3,2080 m²,469m²,,Garaje: 1,1,2080m²,,,,,,Cocina Definida,,,,Dormitorios de Servicio: 1,Piscina,,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205554-ideal-inversores-padron-unico-esquina-de-185m2-union,U$S 169.000Venta,2,1,185 m²,150m²,,,1925,185m²,,,,,,Cocina Definida,,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205404-venta-padron-unico-casa-punta-carretas-con-gge,U$S 398.000Venta,5,2,80 m²,225m²,,Garaje: 2,1929,80m²,,,,,,Cocina Definida,,,Acepta Mascotas,Dormitorios de Servicio: 1,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/122367-casa-en-venta-de-3-dormitorios-en-carrasco-sur-montevideo,U$S 1.650.000Venta,3,4,1447 m²,533m²,,,,1447m²,Dormitorios en Suite: 1,,Parrillero,,2,Cocina Definida,,Jardín,,Dormitorios de Servicio: 1,Piscina,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205018-venta-casa-3-dormitorios-y-piscina-sobre-rambla,U$S 419.000Venta,3,3,385 m²,151m²,5m²,Cochera: 3,1997,385m²,Dormitorios en Suite: 1,,Parrillero,,2,Cocina Integrada,,Jardín,Acepta Mascotas,,Piscina,Sur,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/191353-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 640.000Venta,3,2,260 m²,160m²,,Garaje: 1,2018,260m²,Dormitorios en Suite: 1,UYU 11800,,,,Cocina Definida,,Jardín,Acepta Mascotas,,Piscina,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/198581-venta-casa-ph-3-dormitorios-jardines-del-prado-ref-1890,U$S 365.000Venta,3,2,100 m²,100m²,,Cochera: 2,,204m²,,,Parrillero,Losa radiante,2,Cocina Integrada,,Jardín,,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/193937-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 228.000Venta,2,2,71.45 m²,66m²,15m²,Cochera: 1,,,,,Parrillero,,,,,Jardín,,,Piscina,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/206528-casa-en-venta-en-paso-de-la-arena,U$S 110.000Venta,3,1,1550 m²,100m²,,Garaje: 2,,1550m²,,,Parrillero,Aire acondicionado en un dormitorio,,Cocina Definida,,Jardín,,,,,Frente,,,,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/48919-venta-de-casa-de-3-dormitorios-en-carrasco-norte-dos-acres,U$S 399.000Venta,3,2,136 m²,86m²,136m²,,2025,8886m²,,,,,,Cocina Definida,,Jardín,,,Piscina,,,,,,Patio,2,,,,
https://www.casasymas.com.uy/propiedad/205825-gran-casa-3-dormitorios-y-apto,U$S 140.000Venta,3,2,220 m²,110m²,,,1970,220m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/204868-casa-en-venta-de-5-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 480.000Venta,5,3,280 m²,268m²,,Garaje: 1,1959,280m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,,Acepta Mascotas,Dormitorios de Servicio: 1,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/167946-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,U$S 325.000Venta,4,2,,204m²,,,1931,387m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,Norte,Frente,,,,Patio,,Muebles,,,
https://www.casasymas.com.uy/propiedad/193388-casa-en-venta,U$S 300.000Venta,1,1,360 m²,360m²,360m²,Garaje: 2,1,,,,,,,,,,,,,Sur,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204829-casa-en-venta-de-5-dormitorios-en-carrasco-montevideo,U$S 1.630.000Venta,5,4,900 m²,340m²,,Garaje: 8,2020,900m²,Dormitorios en Suite: 3,,,,,Cocina Definida,,Jardín,,Dormitorios de Servicio: 1,Piscina,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/205913-venta-duplex-2-dormitorios-2-banos,U$S 262.000Venta,2,,136 m²,114m²,,Garaje: 1,2024,136m²,,,,,,Cocina Definida,,,,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/203102-casa-en-venta-punta-carretas,U$S 320.000Venta,3,2,114 m²,114m²,114m²,Garaje: 1,1927,75m²,,,,,,Cocina Definida,,,,,,,Frente,,,,Patio,,,,,
https://www.casasymas.com.uy/propiedad/174362-casa-en-venta-de-3-dormitorios-en-parque-batlle-montevideo,U$S 249.000Venta,3,2,165 m²,85m²,,,1935,165m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,Patio,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/167258-casa-en-venta-de-3-dormitorios-en-bella-vista-montevideo,U$S 130.000Venta,3,,110 m²,97m²,,,1940,110m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205400-venta-casa-de-altos-6-dormitorios-azotea-con-parrillero,U$S 190.000Venta,6,2,200 m²,190m²,,,1950,200m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/122374-casa-en-alquiler-y-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,U$S 1.200.000Venta,4,4,856 m²,301m²,,Garaje: 1,,856m²,Dormitorios en Suite: 1,,,Caldera a gas oil,2,Cocina Definida,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,Piscina,Oeste,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/162229-casa-de-3-dormitorios-escritorio-y-garaje-en-cordon,U$S 289.000Venta,3,2,227 m²,135m²,,Garaje: 1,1955,227m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/205228-venta-casa-4-dormitorios-patio-y-parrillero-en-la-comercial,U$S 135.000Venta,4,1,,120m²,,,,140m²,,,Parrillero,,,Cocina Definida,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204663-casa-en-venta-en-colon-a-tres-cuadras-de-av-garzon,U$S 68.000Venta,2,1,200 m²,80m²,,,1950,200m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/5333-venta-casa-4-dormitorios-carrasco-avenida-italia-y-lido-piscina-y-barbacoa,U$S 540.000Venta,4,3,287 m²,,,,1965,901m²,,,Parrillero,"Estufa a leña , Estufa a leña",2,Cocina Definida,,,,Dormitorios de Servicio: 1,Piscina,,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/188240-venta-casa-3-dormitorios-2-banos-fondo-1-planta-a-reciclar-malvin-norte,U$S 230.000Venta,3,2,114 m²,114m²,,Cochera: 4,1950,496m²,,,Parrillero,,1,Cocina Definida,cerca eléctrica,Jardín,Acepta Mascotas,,,Norte,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193192-casa-3-dormitorios-2-banos-estufa-a-lena-azotea-con-parrillero-garage,U$S 295.000Venta,3,2,167 m²,117m²,50m²,Garaje: 1,2000,105m²,,UYU 4400,Parrillero,losa a gas por caldereta individual,2,Cocina Definida,rejas,,Acepta Mascotas,,,Oeste,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/205225-venta-casa-pu-3-dormitorios-2-banos-mas-garaje-en-brazo-oriental,U$S 249.000Venta,3,2,160 m²,,,Garaje: 1,,,,,,,,Cocina Integrada,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204645-venta-de-casa-en-colon-sobre-avda-garzon,U$S 85.000Venta,2,1,120 m²,65m²,,,1940,120m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/201724-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-montevideo,U$S 260.000Venta,2,2,89 m²,74m²,15m²,Cochera: 1,2025,89m²,Dormitorios en Suite: 1,UYU 3000,Parrillero,"Previsión AA, estufa de alto rendimiento",2,Cocina Integrada,cerco eléctrico y cámaras de seguridad,Jardín,Acepta Mascotas,,,Norte,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/154476-venta-casa-ph-duplex-2-dormitorios-2-banos-cochera-patio-a-estrenarcarrasco-norte,U$S 230.000Venta,2,2,81 m²,66m²,15m²,Cochera: 1,2024,790m²,,UYU 2000,,,2,Cocina Integrada,cerca eléctrica y cámaras,Jardín,Acepta Mascotas,,,Oeste,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/181497-casa-en-venta-de-4-dormitorios-con-garage-en-pocitos-montevideo,U$S 420.000Venta,4,3,181 m²,181m²,,Garaje: 1,,,,,,,,Cocina Definida,,,,,,Sur,,,,,Patio,,,,,
https://www.casasymas.com.uy/propiedad/111220-venta-con-renta-casa-3-dormitorios-carrasco-montevideo,U$S 750.000Venta,3,3,172 m²,142m²,172m²,,1,172m²,,,,,,,,Jardín,,,,Oeste,Frente,,,,Patio,1,,,,
https://www.casasymas.com.uy/propiedad/198528-venta-casa-ph-3-dormitorios-jardines-del-prado-ref-1888,U$S 350.000Venta,3,2,100 m²,100m²,,Cochera: 2,,169m²,,,Parrillero,Losa radiante,2,Cocina Integrada,,Jardín,,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/34507-en-el-nuevo-polo-de-desarrollo-de-carrasco-norte,U$S 260.000Venta,2,3,110 m²,97m²,13m²,Cochera: 1,2024,,Dormitorios en Suite: 1,,Parrillero,Losa radiante a gas,2,Cocina Definida,,Jardín,Acepta Mascotas,,,Este,,Propiedad Horizontal,,,,,Muebles,,,
https://www.casasymas.com.uy/propiedad/5202-venta-casa-4-dormitorios-carrasco-miraflores-zona-embajadas-soberbia,U$S 1.500.000Venta,4,5,560 m²,,,Garaje: 4,1990,816m²,,,Parrillero,"Estufa a leña , Central radiadores",2,Cocina Definida,,,,Dormitorios de Servicio: 1,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204657-casa-en-venta-en-belvedere,U$S 87.000Venta,2,1,456 m²,50m²,,,1975,456m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/167424-venta-con-renta-casa-ph-duplex-2-dormitorios-2-banos-cochera-patio-a-estrenarcarrasco-norte,U$S 230.000Venta,2,2,81 m²,66m²,15m²,Cochera: 1,2024,790m²,,UYU 1500,,,2,Cocina Integrada,cerca eléctrica y cámaras,Jardín,Acepta Mascotas,,,Oeste,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/163391-casa-en-venta-de-3-dormitorios-con-garage-en-la-comercial-montevideo,U$S 158.000Venta,3,1,98 m²,94m²,,Garaje: 1,1923,98m²,,,,,,Cocina Definida,,,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/201960-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 310.000Venta,3,3,,92m²,,,,17m²,Dormitorios en Suite: 1,,Parrillero,,,,,Jardín,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/202924-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 350.000Venta,3,2,150 m²,,,Garaje: 3,2009,150m²,,,Parrillero,,2,,,Jardín,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160654-casa-en-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 650.000Venta,3,3,347 m²,280m²,,Garaje: 3,1943,347m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,Jardín,,Dormitorios de Servicio: 1,,,,,3m,1,Patio,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/201963-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 260.000Venta,2,2,,74m²,,,,15m²,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204679-casa-y-deposito-alquilados-ideal-para-renta,U$S 190.000Venta,2,,1140 m²,170m²,,Garaje: 1,1965,1140m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/205963-venta-casa-de-3-dormitorios-en-malvin,U$S 418.000Venta,3,1,390 m²,234m²,,Garaje: 3,1970,390m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/48920-venta-de-casa-de-3-dormitorios-en-carrasco-norte-dos-acres,U$S 425.000Venta,3,2,135 m²,86m²,135m²,,2025,8886m²,,,,,,Cocina Definida,,Jardín,,,Piscina,,,,,,Patio,2,,,,
https://www.casasymas.com.uy/propiedad/205586-venta-casa-2-dormitorios-brazo-oriental-azotea,U$S 89.000Venta,2,1,65 m²,65m²,,,1990,65m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/15286-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 270.000Venta,3,1,,97m²,13m²,,2023,,,UYU 12000,,,,Cocina Definida,,,,,Piscina,,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/65495-venta-casa-3-dormitorios-barrio-sur-ejido-y-cebollati-con-local-comercial-y-deposito,U$S 290.000Venta,3,1,298 m²,298m²,100m²,,1935,98m²,,,,,3,Cocina Integrada,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204724-excelente-propiedad-en-venta-con-muy-buena-renta,U$S 430.000Venta,6,5,370 m²,350m²,,Garaje: 2,1986,370m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,,,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/64058-venta-casa-9-dormitorios-tres-cruces-18-de-julio-y-acevedo-diaz,U$S 690.000Venta,9,3,474 m²,474m²,,Cochera: 6,1948,234m²,Dormitorios en Suite: 1,,,,2,Cocina Definida,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204829-casa-en-venta-de-5-dormitorios-en-carrasco-montevideo,U$S 1.630.000Venta,5,4,900 m²,340m²,,Garaje: 8,2020,900m²,Dormitorios en Suite: 3,,,,,Cocina Definida,,Jardín,,Dormitorios de Servicio: 1,Piscina,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/204644-casa-en-venta-en-sayago,U$S 59.000Venta,2,1,150 m²,45m²,,,1970,150m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/165762-casa-en-venta-de-5-dormitorios-en-arroyo-seco-montevideo,U$S 240.000Venta,5,2,,,,,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/206080-solido-chalet-de-una-planta-prox-montevideo-shopping,U$S 265.000Venta,3,1,10 m²,178m²,,Garaje: 2,1957,10m²,,,,,,Cocina Definida,,Jardín,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/193931-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 203.400Venta,2,1,68.7 m²,58m²,10m²,Cochera: 1,,,,,Parrillero,,,,,Jardín,,,Piscina,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205921-venta-casa-de-2-dormitorios-en-aguada,U$S 175.000Venta,2,1,103 m²,110m²,,,1997,103m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/205352-excelente-casa-de-estilo-en-planta-alta-en-el-corazon-de-punta-carretas,U$S 230.000Venta,1,1,64 m²,,,Garaje: 1,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/205227-venta-casa-4-dormitorios-patio-y-parrillero-en-villa-munoz,U$S 135.000Venta,4,1,,120m²,,,,140m²,,,Parrillero,,,Cocina Definida,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/201539-venta-casa-2-dormitorios-malvin-norte-godoy-e-hipolito-yrigoyen-cochera-estrena-ya,U$S 115.000Venta,2,1,135 m²,72m²,,Cochera: 1,2025,,,,,,,Cocina Integrada,,Jardín,,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/172471-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 360.000Venta,3,3,156 m²,112m²,,,2024,156m²,,,Parrillero,,2,Cocina Integrada,,Jardín,,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/204833-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 1.650.000Venta,4,5,546 m²,533m²,,Garaje: 5,2010,546m²,Dormitorios en Suite: 3,,,,,Cocina Definida,,Jardín,Acepta Mascotas,Dormitorios de Servicio: 1,,,,,3m,1,Patio,,Muebles,Lavadero,,
https://www.casasymas.com.uy/propiedad/159153-casa-en-venta-de-4-dormitorios-en-goes-montevideo,U$S 99.000Venta,4,1,105 m²,105m²,,,1920,105m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/189510-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 260.000Venta,3,2,133 m²,118m²,,Garaje: 1,1972,147m²,,UYU 800,Parrillero,Estufa de alto rendimiento,2,Cocina Definida,,Jardín,Acepta Mascotas,,,Este,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/167907-casa-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 185.000Venta,3,3,,90m²,,,1940,120m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,Este,Frente,,,,,,,,,
https://www.casasymas.com.uy/propiedad/186462-casa-en-venta-de-3-dormitorios-en-jardines-de-carrasco-montevideo,U$S 1.890.000Venta,3,4,1100 m²,300m²,,Garaje: 0,2000,1100m²,Dormitorios en Suite: 2,,,Losa radiante,2,Cocina Definida,Jardines de Carrasco,Jardín,,,Piscina,Norte,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/170824-venta-casa-5-dormitorios-en-pocitos-montevideo,U$S 1.500.000Venta,5,3,381 m²,341m²,381m²,Garaje: 3,1,1008m²,,,,,,,,Jardín,,,Piscina,Este,Frente,,,,Patio,1,,,,
https://www.casasymas.com.uy/propiedad/94244-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 420.000Venta,3,1,,240m²,,,1960,405m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,Sur,Frente,,,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/205411-venta-casa-2-dormitorios-buceo,U$S 165.000Venta,2,2,83 m²,52m²,,,1949,83m²,,,,,,Cocina Definida,,,,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/159134-casa-en-venta-de-4-dormitorios-en-reducto-montevideo,U$S 185.000Venta,4,2,216 m²,203m²,,,1945,216m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/193322-casa-en-venta-de-4-dormitorios-con-garage-en-parque-batlle-montevideo,U$S 680.000Venta,4,3,242 m²,240m²,,Garaje: 1,1,242m²,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/201723-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 310.000Venta,3,3,109 m²,92m²,17m²,Cochera: 1,2025,109m²,Dormitorios en Suite: 1,UYU 3000,Parrillero,"Previsión AA, estufa de alto rendimiento",2,Cocina Integrada,cerco eléctrico y cámaras de seguridad,Jardín,Acepta Mascotas,,,Norte,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/205573-venta-casa-a-reciclar-3-dormitorios-jacinto-vera,U$S 99.000Venta,3,1,104 m²,104m²,,,1990,104m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/205412-venta-casa-3-dormitorios-con-garage-en-buceo,U$S 179.000Venta,3,1,105 m²,75m²,,Garaje: 1,1938,105m²,,,,,,Cocina Definida,,,,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/14953-casa-en-venta-de-12-dormitorios-en-centro-montevideo,U$S 670.000Venta,12,3,310 m²,834m²,,,,310m²,,,,,2,Cocina Definida,,,,,,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/205225-venta-casa-pu-3-dormitorios-2-banos-mas-garaje-en-brazo-oriental,U$S 249.000Venta,3,2,160 m²,,,Garaje: 1,,,,,,,,Cocina Integrada,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204645-venta-de-casa-en-colon-sobre-avda-garzon,U$S 85.000Venta,2,1,120 m²,65m²,,,1940,120m²,,,,,,Cocina Definida,,,Acepta Mascotas,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/206249-vendo-2-casas-en-un-mismo-padron-en-colon,U$S 92.000Venta,4,2,515 m²,110m²,,Cochera: 2,1960,515m²,,,,,,,,Jardín,,,,Norte,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204842-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 540.000Venta,4,3,355 m²,285m²,,Garaje: 2,2006,355m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,Jardín,,,,,,,3m,1,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/125800-venta-casa-xigna-x4-triplex-design-homes-en-barrio-parques,U$S 1.090.000Venta,3,4,302.4 m²,222m²,80m²,Garaje: 2,2024,1413m²,Dormitorios en Suite: 1,,Parrillero,losa radiante - bomba de calor,3,,CCTV,Jardín,,,Piscina,,,Propiedad Horizontal,,,,,,,,
https://www.casasymas.com.uy/propiedad/190914-venta-casa-3-dormitorios-carrasco-ayres-polo,U$S 389.000Venta,3,2,168 m²,93m²,168m²,,,,,,,,,,,Jardín,Acepta Mascotas,,,Norte,Frente,,,,Patio,2,,Lavadero,,
https://www.casasymas.com.uy/propiedad/204685-excelente-chalet-en-venta-en-colon-alquilado,U$S 290.000Venta,3,2,544 m²,100m²,,,1980,544m²,,,,,,Cocina Definida,,Jardín,,,,,,,3m,1,Patio,,,,,
https://www.casasymas.com.uy/propiedad/137714-casa-en-venta-de-3-dormitorios-con-garage-en-buceo-montevideo,U$S 980.000Venta,3,4,300 m²,330m²,,Garaje: 1,,300m²,Dormitorios en Suite: 1,,,,,Cocina Definida,,,,Dormitorios de Servicio: 1,Piscina,,Frente,,,,,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/205399-venta-buceo-casa-3-dormitorios-gran-fondo-barbacoa-gge,U$S 370.000Venta,3,3,497 m²,195m²,,Garaje: 1,1989,497m²,,,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,3m,1,Patio,,,Lavadero,,
https://www.casasymas.com.uy/propiedad/174371-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-este-montevideo,U$S 360.000Venta,3,3,130 m²,105m²,,Garaje: 1,2025,25m²,,UYU 2000,,,,Cocina Definida,,Jardín,Acepta Mascotas,,,Norte,,,,,Patio,,,,,
