url,precio,Baños,Superficie,Superficie Construida,Superficie Terreno,Garage,Jardín,Plantas,Acepta Mascotas,Dormitorio,barrio,municipio,precio_por_m2_construido,precio_por_m2_terreno,precio_por_m2
https://www.casasymas.com.uy/propiedad/216501-venta-casa-la-blanqueada-3-dormitorios-parrillero-garage,190000.0,2.0,174.0,145.0,174.0,0,,,Acepta Mascotas,3.0,la-blanqueada,CH,1310.344827586207,1091.9540229885058,1091.9540229885058
https://www.casasymas.com.uy/propiedad/133140-casa-en-venta-en-barrio-san-nicolas-3-dormitorios-servicio-ref-1627,1780000.0,4.0,263.0,263.0,1316.0,0,Jardín,2.0,Acepta Mascotas,3.0,san-nicolas,E,6768.060836501902,1352.5835866261398,6768.060836501902
https://www.casasymas.com.uy/propiedad/228783-casa-en-venta-c-cochera-en-punta-gorda,230000.0,2.0,278.0,98.0,180.0,0,Jardín,,,3.0,punta-gorda,E,2346.938775510204,1277.7777777777778,827.3381294964029
https://www.casasymas.com.uy/propiedad/225909-casa-en-venta-de-1-dormitorio-en-centro,90000.0,1.0,70.0,61.0,9.0,0,,,,2.0,centro,B,1475.4098360655737,10000.0,1285.7142857142858
https://www.casasymas.com.uy/propiedad/230124-casa-en-venta-punta-gorda-3-dorm-escritorio-piscina,895000.0,4.0,474.0,342.0,474.0,0,Jardín,,Acepta Mascotas,3.0,punta-gorda,E,2616.9590643274855,1888.1856540084389,1888.1856540084389
https://www.casasymas.com.uy/propiedad/195148-casa-en-venta-de-4-dormitorios-con-garage-en-paso-molino-montevideo,250000.0,2.0,150.0,135.0,150.0,0,Jardín,,Acepta Mascotas,4.0,paso-molino,A,1851.851851851852,1666.6666666666667,1666.6666666666667
https://www.casasymas.com.uy/propiedad/228726-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,310000.0,1.0,204.0,83.0,204.0,0,,,,2.0,carrasco,E,3734.9397590361446,1519.6078431372548,1519.6078431372548
https://www.casasymas.com.uy/propiedad/226114-casa-en-venta-de-1-dormitorio-en-jacinto-vera,70000.0,1.0,47.0,47.0,,0,,,,1.0,jacinto-vera,C,1489.3617021276596,,1489.3617021276596
https://www.casasymas.com.uy/propiedad/225704-venta-casa-de-8-dormitorios-en-carrasco,760000.0,,301.0,301.0,550.0,0,Jardín,,,8.0,carrasco,E,2524.9169435215945,1381.8181818181818,2524.9169435215945
https://www.casasymas.com.uy/propiedad/220311-casa-en-venta-3-dormitorios-servicio-carrasco-sur-ref-1939,795000.0,4.0,227.0,227.0,661.0,0,Jardín,,Acepta Mascotas,3.0,carrasco,E,3502.2026431718064,1202.7231467473525,3502.2026431718064
https://www.casasymas.com.uy/propiedad/225305-casa-3-dormitorios-al-lago-proyecto-marinas-carrasco-ref-1172,705000.0,3.0,178.2,130.0,289.0,0,Jardín,2.0,,3.0,carrasco,E,5423.076923076923,2439.446366782007,3956.2289562289566
https://www.casasymas.com.uy/propiedad/228491-casa-en-venta-en-malvin-de-3-dormitorios-y-parrillero-a-2-cuadras-de-la-playa,265000.0,1.0,109.0,80.0,29.0,0,Jardín,,Acepta Mascotas,3.0,malvin,E,3312.5,9137.931034482759,2431.1926605504586
https://www.casasymas.com.uy/propiedad/940-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,370000.0,3.0,130.0,130.0,150.0,0,Jardín,2.0,Acepta Mascotas,3.0,carrasco,E,2846.153846153846,2466.6666666666665,2846.153846153846
https://www.casasymas.com.uy/propiedad/205230-casa-de-3-dormitorios-en-punta-gorda,600000.0,2.0,,300.0,480.0,0,,,,3.0,punta-gorda,E,2000.0,1250.0,
https://www.casasymas.com.uy/propiedad/233538-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,690000.0,2.0,535.0,239.0,535.0,0,,,,3.0,carrasco,E,2887.029288702929,1289.7196261682243,1289.7196261682243
https://www.casasymas.com.uy/propiedad/190634-venta-de-hermosa-casa-de-epoca-en-cordon,180000.0,2.0,170.0,165.0,170.0,0,Jardín,,,4.0,cordon,B,1090.909090909091,1058.8235294117646,1058.8235294117646
https://www.casasymas.com.uy/propiedad/226113-casa-en-venta-de-3-dormitorios-c-cochera-en-la-blanqueada,169000.0,2.0,302.0,160.0,120.0,0,Jardín,,Acepta Mascotas,3.0,la-blanqueada,CH,1056.25,1408.3333333333333,559.6026490066225
https://www.casasymas.com.uy/propiedad/225910-casa-en-venta-de-2-dormitorios-en-malvin,135000.0,1.0,70.0,70.0,,0,,,Acepta Mascotas,2.0,malvin,E,1928.5714285714287,,1928.5714285714287
https://www.casasymas.com.uy/propiedad/174733-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,350000.0,2.0,,142.0,145.0,0,Jardín,2.0,Acepta Mascotas,3.0,pocitos,CH,2464.788732394366,2413.793103448276,
https://www.casasymas.com.uy/propiedad/227252-casa-en-venta-de-4-dormitorios-c-cochera-en-punta-carretas,980000.0,3.0,445.0,329.0,116.0,0,Jardín,,,4.0,punta-carretas,CH,2978.723404255319,8448.275862068966,2202.247191011236
https://www.casasymas.com.uy/propiedad/183266-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,850000.0,3.0,429.0,256.0,429.0,0,Jardín,,Acepta Mascotas,4.0,carrasco,E,3320.3125,1981.3519813519813,1981.3519813519813
https://www.casasymas.com.uy/propiedad/205399-venta-buceo-casa-3-dormitorios-gran-fondo-barbacoa-gge,370000.0,3.0,497.0,195.0,497.0,0,Jardín,,Acepta Mascotas,3.0,buceo,CH,1897.4358974358975,744.466800804829,744.466800804829
https://www.casasymas.com.uy/propiedad/220084-casa-en-venta-c-cochera-en-malvin,550000.0,3.0,882.0,210.0,672.0,0,Jardín,,,4.0,malvin,E,2619.0476190476193,818.452380952381,623.5827664399093
https://www.casasymas.com.uy/propiedad/225924-casa-en-venta-de-2-dormitorios-c-cochera-en-malvin,229000.0,1.0,171.0,61.0,110.0,0,Jardín,,,2.0,malvin,E,3754.098360655738,2081.818181818182,1339.1812865497077
https://www.casasymas.com.uy/propiedad/186450-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,380000.0,3.0,130.0,110.0,20.0,0,Jardín,2.0,,3.0,carrasco-norte,E,3454.5454545454545,19000.0,2923.076923076923
https://www.casasymas.com.uy/propiedad/122464-casa-en-venta-de-3-dormitorios-con-garage-en-buceo-montevideo,198000.0,1.0,110.0,75.0,110.0,0,,1.0,,3.0,buceo,CH,2640.0,1800.0,1800.0
https://www.casasymas.com.uy/propiedad/123654-venta-casa-pocitos-4-dormitorios,420000.0,2.0,110.0,90.0,,0,Jardín,1.0,Acepta Mascotas,3.0,pocitos,CH,4666.666666666667,,3818.181818181818
https://www.casasymas.com.uy/propiedad/196086-casa-en-venta-de-4-dormitorios-en-malvin-montevideo,800000.0,2.0,2220.0,236.0,,0,Jardín,1.0,Acepta Mascotas,4.0,malvin,E,3389.830508474576,,360.36036036036035
https://www.casasymas.com.uy/propiedad/230140-casa-en-venta-de-2-dormitorios-en-cordon-montevideo,154000.0,1.0,67.0,60.0,37.0,0,,2.0,,2.0,cordon,B,2566.6666666666665,4162.1621621621625,2298.507462686567
https://www.casasymas.com.uy/propiedad/164717-venta-de-casa-barrio-palermo-a-reciclar-con-mas-de-5-ambientes,139000.0,1.0,105.0,105.0,105.0,0,,,,3.0,palermo,B,1323.8095238095239,1323.8095238095239,1323.8095238095239
https://www.casasymas.com.uy/propiedad/142144-casa-en-venta-de-3-dormitorios-en-colon-montevideo,160000.0,1.0,515.0,146.0,,0,Jardín,1.0,Acepta Mascotas,3.0,colon,G,1095.890410958904,,310.6796116504854
https://www.casasymas.com.uy/propiedad/162080-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,458000.0,3.0,293.0,150.0,293.0,0,,,,3.0,carrasco-norte,E,3053.3333333333335,1563.1399317406144,1563.1399317406144
https://www.casasymas.com.uy/propiedad/225738-casa-en-venta-de-2-dormitorios-en-palermo-montevideo,205000.0,2.0,146.0,146.0,146.0,0,,,Acepta Mascotas,2.0,palermo,B,1404.109589041096,1404.109589041096,1404.109589041096
https://www.casasymas.com.uy/propiedad/151084-casa-en-venta-de-3-dormitorios-con-garage-en-malvin-montevideo,259000.0,2.0,105.0,90.0,,0,Jardín,2.0,Acepta Mascotas,3.0,malvin,E,2877.777777777778,,2466.6666666666665
https://www.casasymas.com.uy/propiedad/213121-casa-en-venta-de-3-dormitorios-en-prado-montevideo,265000.0,2.0,170.0,160.0,10.0,0,,,,3.0,prado,A,1656.25,26500.0,1558.8235294117646
https://www.casasymas.com.uy/propiedad/146765-casa-en-venta-de-6-dormitorios-en-punta-gorda-montevideo,645000.0,4.0,270.0,270.0,510.0,0,,2.0,,6.0,punta-gorda,E,2388.8888888888887,1264.7058823529412,2388.8888888888887
https://www.casasymas.com.uy/propiedad/89923-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,398000.0,2.0,190.0,143.0,195.0,0,,2.0,,4.0,punta-gorda,E,2783.2167832167834,2041.025641025641,2094.7368421052633
https://www.casasymas.com.uy/propiedad/178685-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,775000.0,2.0,300.0,199.0,300.0,0,,,,2.0,carrasco,E,3894.472361809045,2583.3333333333335,2583.3333333333335
https://www.casasymas.com.uy/propiedad/230229-venta-punta-gorda-padron-unico-3-dormitorios-servicio-3-banos-gge,620000.0,3.0,355.0,150.0,355.0,0,Jardín,1.0,Acepta Mascotas,3.0,punta-gorda,E,4133.333333333333,1746.4788732394366,1746.4788732394366
https://www.casasymas.com.uy/propiedad/206369-casa-en-venta-de-3-dormitorios-en-palermo-montevideo,128000.0,2.0,105.0,105.0,,0,,,Acepta Mascotas,3.0,palermo,B,1219.047619047619,,1219.047619047619
https://www.casasymas.com.uy/propiedad/210775-casa-en-venta-de-3-dormitorios-en-malvin-norte-montevideo,180000.0,1.0,360.0,140.0,360.0,0,Jardín,,Acepta Mascotas,3.0,malvin-norte,E,1285.7142857142858,500.0,500.0
https://www.casasymas.com.uy/propiedad/223878-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,440000.0,2.0,147.0,126.0,250.0,0,,,,3.0,carrasco,E,3492.063492063492,1760.0,2993.197278911565
https://www.casasymas.com.uy/propiedad/231858-casa-en-venta-de-3-dormitorios-en-sayago-montevideo,135000.0,2.0,141.0,105.0,404.0,0,,,,3.0,sayago,G,1285.7142857142858,334.15841584158414,957.4468085106383
https://www.casasymas.com.uy/propiedad/146602-casa-en-venta-de-2-dormitorios-con-garage-en-sayago-montevideo,160000.0,1.0,191.0,123.0,191.0,0,Jardín,1.0,Acepta Mascotas,2.0,sayago,G,1300.8130081300812,837.696335078534,837.696335078534
https://www.casasymas.com.uy/propiedad/119384-casa-en-venta-de-2-dormitorios-en-cordon-montevideo,135000.0,1.0,57.0,99.0,57.0,0,,,,2.0,cordon,B,1363.6363636363637,2368.4210526315787,2368.4210526315787
https://www.casasymas.com.uy/propiedad/213723-casa-en-venta-de-2-dormitorios-con-garage-en-brazo-oriental-montevideo,178000.0,2.0,92.0,60.0,32.0,0,Jardín,,Acepta Mascotas,2.0,brazo-oriental,C,2966.6666666666665,5562.5,1934.7826086956522
https://www.casasymas.com.uy/propiedad/111111-casa-en-venta-de-4-dormitorios-en-parque-batlle-montevideo,1090000.0,3.0,606.0,463.0,606.0,0,Jardín,2.0,Acepta Mascotas,4.0,parque-batlle,CH,2354.2116630669548,1798.6798679867986,1798.6798679867986
https://www.casasymas.com.uy/propiedad/181628-casa-en-venta-de-2-dormitorios-en-paso-molino-montevideo,129000.0,1.0,206.0,132.0,120.0,0,Jardín,1.0,,2.0,paso-molino,A,977.2727272727273,1075.0,626.2135922330098
https://www.casasymas.com.uy/propiedad/228401-casa-en-venta-de-5-dormitorios-en-carrasco-montevideo,580000.0,4.0,650.0,246.0,650.0,0,Jardín,,Acepta Mascotas,5.0,carrasco,E,2357.723577235772,892.3076923076923,892.3076923076923
https://www.casasymas.com.uy/propiedad/90752-casa-en-venta-de-5-dormitorios-con-garage-en-punta-gorda-montevideo,649000.0,4.0,360.0,360.0,,0,Jardín,2.0,Acepta Mascotas,5.0,punta-gorda,E,1802.7777777777778,,1802.7777777777778
https://www.casasymas.com.uy/propiedad/209803-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,630000.0,4.0,289.0,223.0,289.0,0,Jardín,,Acepta Mascotas,4.0,pocitos,CH,2825.1121076233185,2179.9307958477507,2179.9307958477507
https://www.casasymas.com.uy/propiedad/72326-casas-en-alquiler-3-dormitorios-piscina-en-carrasco,1150000.0,4.0,856.0,301.0,856.0,0,Jardín,2.0,Acepta Mascotas,3.0,carrasco,E,3820.598006644518,1343.4579439252336,1343.4579439252336
https://www.casasymas.com.uy/propiedad/159880-casa-en-venta-de-2-dormitorios-con-garage-en-prado-montevideo,262000.0,1.0,126.0,114.0,126.0,0,,,Acepta Mascotas,2.0,prado,A,2298.245614035088,2079.3650793650795,2079.3650793650795
https://www.casasymas.com.uy/propiedad/220336-casa-en-venta-de-3-dormitorios-con-garage-en-brazo-oriental-montevideo,220000.0,3.0,220.0,220.0,181.0,0,Jardín,2.0,,3.0,brazo-oriental,C,1000.0,1215.4696132596684,1000.0
https://www.casasymas.com.uy/propiedad/202350-venta-de-casa-2-dormitorios-ph-malvin-sur-cochera,189000.0,2.0,59.0,53.0,189.0,0,,2.0,Acepta Mascotas,2.0,malvin,E,3566.0377358490564,1000.0,3203.3898305084745
https://www.casasymas.com.uy/propiedad/210446-casa-en-venta-de-3-dormitorios-con-garage-en-aires-puros-montevideo,210000.0,1.0,141.0,141.0,321.0,0,,1.0,,3.0,aires-puros,C,1489.3617021276596,654.2056074766355,1489.3617021276596
https://www.casasymas.com.uy/propiedad/128645-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,1750000.0,3.0,1050.0,363.0,1050.0,0,Jardín,2.0,Acepta Mascotas,3.0,carrasco,E,4820.936639118458,1666.6666666666667,1666.6666666666667
https://www.casasymas.com.uy/propiedad/221341-venta-padron-unico-cordon-sur-casa-con-gge-3-dormitorios-3-banos,360000.0,3.0,130.0,130.0,70.0,0,,2.0,Acepta Mascotas,3.0,cordon,B,2769.230769230769,5142.857142857143,2769.230769230769
