url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Suite,Garage,Parrillero,Calefacción,Orientación,Popiedad Horizontal,Plantas,Cocina,Año de Construcción,Jardín,Acepta Mascotas,Gastos Comúnes,Piscina,Seguridad,Disposición,Superficie Balcones,Dormitorios Servicio,Pisos Edificio,Patio,Muebles,Altura,Aptos por piso,Lavadero
https://www.casasymas.com.uy/propiedad/84520-casa-en-venta-de-2-dormitorios-en-cerro-montevideo,U$S 65.000Venta,2,1,114 m²,99m²,,,,,,Norte,Popiedad Horizontal,1,Cocina Definida,1900,,,,,,,15m²,,,,,,,
https://www.casasymas.com.uy/propiedad/140084-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 678.000Venta,3,3,,141m²,259m²,,,,,Este,,,Cocina Definida,2021,Jardín,Acepta Mascotas,UYU 12500,,,Frente,,,,,,,1,
https://www.casasymas.com.uy/propiedad/178243-venta-casa-con-renta-villa-munoz,U$S 260.000Venta,3,1,116 m²,116m²,85m²,,Garaje: 1,Parrillero,Estufa a leña - AA,Sur,,2,Cocina Integrada,1950,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/137222-ideal-grandes-emprendimientos-o-vivienda-promovida,U$S 650.000Venta,12,4,800 m²,809m²,409m²,,,,,,,3,Cocina Definida,1920,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/163083-casa-en-venta-de-3-dormitorios-en-punta-carretas-montevideo,U$S 310.000Venta,3,3,175 m²,145m²,30m²,,Garaje: 2,,,Norte,,,Cocina Definida,80,,Acepta Mascotas,,,,,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/158872-casa-en-venta-de-6-dormitorios-en-punta-gorda-montevideo,U$S 599.000Venta,6,5,435 m²,290m²,435m²,Dormitorios en Suite: 1,Garaje: 3,,,,,,Cocina Definida,1969,Jardín,,,,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/47940-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 400.000Venta,4,2,439 m²,439m²,,Dormitorios en Suite: 3,Garaje: 5,Parrillero,Aire acondicionado,Norte,,,,,Jardín,,,,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/83000-casa-en-venta-de-5-dormitorios-en-malvin-montevideo,U$S 460.000Venta,5,4,189 m²,215m²,189m²,,,,,,,,Cocina Definida,,,,,,,Frente,22m²,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/189239-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 840.000Venta,3,2,793 m²,369m²,793m²,,Garaje: 2,,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/98044-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-norte-montevideo,U$S 145.000Venta,2,1,294 m²,206m²,,,Garaje: 1,,,Oeste,,,Cocina Definida,1960,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/1326-casa-en-venta-de-7-dormitorios-en-carrasco-montevideo,U$S 625.000Venta,7,4,813 m²,300m²,813m²,Dormitorios en Suite: 1,Garaje: 2,Parrillero,A gas,,,,Cocina Definida,,Jardín,Acepta Mascotas,,Piscina,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/183266-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 850.000Venta,4,3,429 m²,256m²,429m²,Dormitorios en Suite: 1,Garaje: 4,,,,,,Cocina Definida,2005,Jardín,Acepta Mascotas,,,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/60388-casa-en-venta-de-2-dormitorios-en-villa-munoz-montevideo,U$S 130.000Venta,2,2,80 m²,150m²,150m²,,Garaje: 0,,,Oeste,,1,,,,,,,,Frente,70m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/174721-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,U$S 490.000Venta,2,3,360 m²,168m²,360m²,Dormitorios en Suite: 1,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/159170-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,U$S 138.000Venta,3,2,140 m²,140m²,140m²,,Garaje: 2,,,,,,Cocina Definida,1950,,Acepta Mascotas,,,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/155425-casa-en-venta-de-3-dormitorios-con-garage-en-brazo-oriental-montevideo,U$S 200.000Venta,3,2,119 m²,107m²,,,Garaje: 1,Parrillero,,,Popiedad Horizontal,,,1961,,Acepta Mascotas,UYU 2800,,,,12m²,,,,,,,
https://www.casasymas.com.uy/propiedad/153212-casa-en-venta-de-2-dormitorios-en-jardines-del-hipodromo-montevideo,U$S 98.000Venta,2,1,175 m²,123m²,,,Cochera: 2,,,Sur,Popiedad Horizontal,,Cocina Definida,1933,Jardín,Acepta Mascotas,,,REJAS PERIMETRALES,Frente,52m²,,2,,,,3,
https://www.casasymas.com.uy/propiedad/81193-venta-casa-2-pisos-4-dormitorios-2-banos-garage-parque-rodo,U$S 300.000Venta,4,2,165 m²,165m²,165m²,,Garaje: 1,,,,,,Cocina Definida,1964,,,,,,Frente,165m²,,,,,,,
https://www.casasymas.com.uy/propiedad/138862-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 630.000Venta,3,4,,300m²,484m²,Dormitorios en Suite: 2,,Parrillero,radiadores,,,,Cocina Integrada,,Jardín,,,Piscina,alarma,,,,,,,,,
https://www.casasymas.com.uy/propiedad/172749-casa-en-venta-de-3-dormitorios-con-garage-en-jacinto-vera-montevideo,U$S 255.000Venta,3,2,158 m²,,158m²,,Garaje: 1,,,,,,Cocina Definida,1957,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/159202-casa-en-venta-de-2-dormitorios-en-pocitos-montevideo,U$S 127.000Venta,2,1,66 m²,66m²,66m²,,,,,,,,Cocina Definida,1935,,Acepta Mascotas,,,,,,,,,,3m,1,
https://www.casasymas.com.uy/propiedad/176028-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 210.000Venta,3,2,60 m²,60m²,80m²,,,Parrillero,Aire Acondicionado,Sur,Popiedad Horizontal,2,Cocina Definida,1944,Jardín,Acepta Mascotas,,,Rejas,,,,,,,,,
https://www.casasymas.com.uy/propiedad/1211-casa-en-venta-de-4-dormitorios-con-garage-en-san-nicolas-montevideo,U$S 1.200.000Venta,4,5,240 m²,,449m²,,Garaje: 1,Parrillero,Losa radiante a gas,,,,,,,,$U 10500,Piscina,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168615-chacra-en-venta-melilla,U$S 159.000Venta,3,1,51751 m²,90m²,51661m²,,Garaje: 1,,,Norte,,,Cocina Definida,2025,,,,,,,,,,Patio,,,,
https://www.casasymas.com.uy/propiedad/79953-casa-en-venta-de-19-dormitorios-en-ciudad-vieja-montevideo,U$S 320.000Venta,19,3,426 m²,426m²,236m²,,Garaje: 0,,,Norte,,2,,,,,,,,Frente,,,2,,,,,
https://www.casasymas.com.uy/propiedad/151992-venta-casa-pension-19-dormitorios-ciudad-vieja-oportunidad-de-inversion,U$S 320.000Venta,19,3,426 m²,426m²,426m²,,,,,,,,Cocina Definida,101,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/167946-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,U$S 325.000Venta,4,2,,204m²,387m²,,,,,Norte,,,Cocina Definida,1931,Jardín,Acepta Mascotas,,,,Frente,,,,Patio,Muebles,,,
https://www.casasymas.com.uy/propiedad/183847-casa-en-venta-de-14-dormitorios-en-centro-montevideo,U$S 178.000Venta,14,2,302 m²,284m²,302m²,,,,,Norte,,,Cocina Definida,1900,,,,,,Frente,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/119700-casa-en-venta-de-6-dormitorios-con-garage-en-parque-rodo-montevideo,U$S 420.000Venta,6,3,235 m²,338m²,235m²,,Garaje: 1,,,Norte,,,Cocina Definida,1944,,,,Piscina,,Frente,,Dormitorios de Servicio: 1,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/116984-casa-en-venta-de-1-dormitorio-en-la-teja-montevideo,U$S 305.000Venta,1,4,860 m²,,860m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/183591-casa-en-venta-de-2-dormitorios-en-buceo-montevideo,U$S 149.000Venta,2,1,48 m²,48m²,270m²,,Cochera: 2,Parrillero,,Este,Popiedad Horizontal,1,Cocina Integrada,1943,Jardín,,,,Rejas en aberturas,,,,,,,,,
https://www.casasymas.com.uy/propiedad/156606-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-montevideo,U$S 220.000Venta,2,2,86 m²,86m²,119m²,,Garaje: 1,,,Norte,,1,,,,,,,,,,,1,,,,,
https://www.casasymas.com.uy/propiedad/138003-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 220.000Venta,4,2,,118m²,227m²,,,,,Oeste,,,,1924,,Acepta Mascotas,,,,Interior,,,,,,,2,
https://www.casasymas.com.uy/propiedad/169340-venta-de-divina-casa-ph-en-parque-rodo,U$S 280.000Venta,3,2,148 m²,148m²,,,Garaje: 1,,,,,,,1,,,,,,Frente,148m²,,,Patio,,,,Lavadero
https://www.casasymas.com.uy/propiedad/118311-casa-en-venta-de-3-dormitorios-en-villa-espanola-montevideo,U$S 135.000Venta,3,1,132 m²,100m²,132m²,,,,,,,,Cocina Definida,1,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/137351-casa-de-tres-dormitorios-en-venta-en-prado-005,U$S 340.000Venta,3,1,120 m²,16m²,,,Garaje: 2,,,Norte,,2,,,,,UYU 70000,,,Frente,16m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/174816-casa-en-venta-de-5-dormitorios-en-carrasco-norte-montevideo,U$S 329.000Venta,5,3,300 m²,155m²,300m²,,Garaje: 3,,,,,,Cocina Definida,1982,Jardín,Acepta Mascotas,,,,,,Dormitorios de Servicio: 1,,Patio,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/157268-casa-en-venta-de-3-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 150.000Venta,3,1,80 m²,102m²,65m²,,Garaje: 1,,,Este,,2,,,,,,,,,22m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/187577-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 630.000Venta,3,3,312 m²,141m²,259m²,Dormitorios en Suite: 1,Cochera: 0,Parrillero,,Norte,Popiedad Horizontal,2,,2021,Jardín,Acepta Mascotas,UYU 14500,,Barrio Privado,,17m²,,,,,,,
https://www.casasymas.com.uy/propiedad/179264-venta-casa-carrasco-olivos,U$S 1.290.000Venta,5,5,475 m²,352m²,954m²,Dormitorios en Suite: 3,Garaje: 3,,,Oeste,,2,Cocina Integrada,2016,Jardín,Acepta Mascotas,UYU 20000,Piscina,24 hrs,,25m²,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/174134-casa-en-venta-de-2-dormitorios-en-la-blanqueada-montevideo,U$S 155.000Venta,2,1,60 m²,60m²,,,,,,Norte,,,Cocina Definida,2013,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/81037-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.290.000Venta,4,5,975 m²,470m²,975m²,Dormitorios en Suite: 2,Cochera: 2,Parrillero,radiadores,Este,,2,Cocina Definida,,Jardín,,,Piscina,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/47199-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 697.000Venta,3,2,283 m²,145m²,283m²,Dormitorios en Suite: 1,Garaje: 1,,,,,,Cocina Definida,2024,,,,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/188497-casa-en-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,U$S 1.950.000Venta,4,3,2080 m²,469m²,2080m²,,Garaje: 1,,,,,,Cocina Definida,1,,,,Piscina,,Frente,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/185307-casa-en-venta-de-3-dormitorios-en-tres-cruces,U$S 125.000Venta,3,1,136 m²,72m²,64m²,,,,,Este,,,Cocina Definida,1910,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168657-casa-en-venta-de-8-dormitorios-en-centro-montevideo,U$S 193.000Venta,8,4,392 m²,332m²,331m²,,,Parrillero,,Oeste,,1,Cocina Definida,,,Acepta Mascotas,,,,,60m²,,,,,,,
https://www.casasymas.com.uy/propiedad/168321-venta-casa-de-5-dormitorios-en-carrasco-montevideo,U$S 1.500.000Venta,5,3,342 m²,342m²,648m²,,Garaje: 2,,,Norte,,,,1,Jardín,,UYU 17000,Piscina,,Frente,342m²,,1,Patio,,,,
https://www.casasymas.com.uy/propiedad/79970-casa-en-venta-de-9-dormitorios-en-centro-montevideo,U$S 1.260.000Venta,9,10,1378 m²,1378m²,463m²,,Garaje: 0,,,Norte,,5,,,,,,,,Frente,,,5,,,,,
https://www.casasymas.com.uy/propiedad/108654-casa-en-venta-de-4-dormitorios-con-garage-en-tres-cruces-montevideo,U$S 299.000Venta,4,2,359 m²,214m²,,,Garaje: 1,,,Oeste,,2,Cocina Integrada,1960,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/188367-casa-en-venta-de-8-dormitorios-en-larranaga-montevideo,U$S 398.000Venta,8,3,324 m²,270m²,324m²,,,Parrillero,Aire acondicionado,Este,,1,Cocina Definida,1957,,Acepta Mascotas,,,,,,,,,Muebles,,,
https://www.casasymas.com.uy/propiedad/188981-casa-en-venta-en-aguada-montevideo,U$S 65.000Venta,Monoambiente,1,26 m²,26m²,26m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/120879-casa-en-venta-de-3-dormitorios-con-garage-en-parque-batlle-montevideo,U$S 298.000Venta,3,2,120 m²,100m²,,,Garaje: 1,,,Norte,,2,,,,,,,,Frente,20m²,,2,,,,,
https://www.casasymas.com.uy/propiedad/48348-vendo-casa-de-2-dormitorios-con-fondo,U$S 92.000Venta,2,1,502 m²,87m²,502m²,,Cochera: 4,Parrillero,,Oeste,,,Cocina Definida,1965,Jardín,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/65075-casa-en-venta-de-4-dormitorios-con-garage-en-cordon-montevideo,U$S 299.000Venta,4,3,111 m²,111m²,,,Garaje: 1,,,Norte,,2,,,,,,,,Frente,,,2,,,,,
https://www.casasymas.com.uy/propiedad/183834-venta-de-casa-y-apartamento-8-dormitorios-zona-la-comercial,U$S 235.000Venta,8,3,179 m²,293m²,,,Garaje: 1,,,Norte,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/158965-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 340.000Venta,3,2,10 m²,122m²,10m²,,Garaje: 2,,,,,,Cocina Definida,1,,Acepta Mascotas,,,,,,,,Patio,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/96659-venta-2-casas-un-mismo-padron-colon-montevideo,U$S 215.000Venta,6,2,500 m²,210m²,500m²,,Garaje: 1,,,,,,Cocina Definida,1958,,,,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/57260-casa-en-venta-3-dormitorios-cochera-en-pindo-de-parques,U$S 697.000Venta,3,2,165 m²,145m²,256m²,Dormitorios en Suite: 1,Cochera: 2,Parrillero,,Sur,Popiedad Horizontal,2,Cocina Integrada,2024,Jardín,Acepta Mascotas,,,Barrio cerrado,,23m²,,,,,,,
https://www.casasymas.com.uy/propiedad/159260-casa-en-venta-de-5-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 395.000Venta,5,4,372 m²,250m²,372m²,,Garaje: 1,,,,,,Cocina Definida,1956,Jardín,Acepta Mascotas,,,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/187873-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 1.095.000Venta,3,4,222.4 m²,302m²,302m²,,Garaje: 2,,,Oeste,,3,,,,,UYU 10000,Piscina,,Frente,80m²,,3,,,,,
https://www.casasymas.com.uy/propiedad/175427-casa-en-venta-de-3-dormitorios-en-cerro-montevideo,U$S 138.000Venta,3,1,184 m²,80m²,,,,Parrillero,,Oeste,Popiedad Horizontal,2,Cocina Definida,1940,Jardín,Acepta Mascotas,,,,,55m²,,,,,,,
https://www.casasymas.com.uy/propiedad/141027-casa-en-venta-de-3-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 360.000Venta,3,2,130 m²,144m²,392m²,,Garaje: 1,,,Oeste,,1,,,,,,,,Frente,14m²,Dormitorios de Servicio: 1,1,,,,,
https://www.casasymas.com.uy/propiedad/159105-casa-en-venta-de-4-dormitorios-en-malvin-norte-montevideo,U$S 200.000Venta,4,3,154 m²,459m²,154m²,,Garaje: 3,,,,,,Cocina Definida,1983,,,,Piscina,,,,,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/111243-venta-casa-3-dormitorios-carrasco-tajes-y-lancasteriana-boa-tajes-con-parrilla-cochera-a-estrenar,U$S 372.000Venta,3,3,111 m²,111m²,230m²,Dormitorios en Suite: 1,Cochera: 1,Parrillero,"Losa radiante eléctrica, estufa a leña y previsión para aire acondicionado",,Popiedad Horizontal,2,Cocina Definida,2025,Jardín,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/37421-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 850.000Venta,3,3,213 m²,192m²,213m²,Dormitorios en Suite: 1,Garaje: 2,,,Norte,Popiedad Horizontal,2,Cocina Integrada,2024,Jardín,,,,Complejo cerrado,,27m²,,,,,,,
https://www.casasymas.com.uy/propiedad/89961-casa-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 749.000Venta,4,3,1570 m²,360m²,1210m²,,Garaje: 2,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/61540-casa-en-venta-de-3-dormitorios-en-palermo-montevideo,U$S 305.000Venta,3,3,216 m²,216m²,216m²,,Garaje: 0,,,Norte,,3,,,,,,,,Frente,,Dormitorios de Servicio: 1,3,,,,,
https://www.casasymas.com.uy/propiedad/179431-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 430.000Venta,3,5,,304m²,1651m²,,,,,Este,,,Cocina Definida,1995,Jardín,Acepta Mascotas,,Piscina,,Frente,,Dormitorios de Servicio: 1,,,,,1,
https://www.casasymas.com.uy/propiedad/150895-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 390.000Venta,4,2,200 m²,,,,Garaje: 2,,"Aire acondicionado, estufa a leña.",,,2,Cocina Definida,,,,,,rejas,,,,,,Muebles,,,
https://www.casasymas.com.uy/propiedad/48924-venta-de-casa-de-3-dormitorios-en-carrasco-dos-acres,U$S 399.000Venta,3,2,136 m²,86m²,8886m²,,,,,,,,Cocina Definida,1,Jardín,,,Piscina,,,136m²,,1,Patio,,,,
https://www.casasymas.com.uy/propiedad/146759-casa-en-venta-de-2-dormitorios-en-maronas-montevideo,U$S 449.000Venta,2,1,692 m²,122m²,,,Cochera: 3,Parrillero,,Norte,Popiedad Horizontal,2,Cocina Definida,1985,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/14190-casa-en-venta-de-12-dormitorios-en-ciudad-vieja-montevideo,U$S 345.000Venta,12,1,382 m²,794m²,382m²,,,,,,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160021-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 580.000Venta,3,3,285 m²,204m²,285m²,Dormitorios en Suite: 1,Garaje: 2,,,,,,Cocina Definida,2025,,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/151930-venta-predio-y-casa-2-dorm-jardin-cochera-fondo-en-paso-de-la-arena,U$S 79.000Venta,2,1,590 m²,80m²,590m²,,,,,Sur,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/171502-casa-en-venta-de-2-dormitorios-con-garage-en-atahualpa-montevideo,U$S 198.000Venta,2,2,70 m²,,,,Cochera: 1,,,,Popiedad Horizontal,,,,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/190630-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 390.000Venta,2,1,80 m²,80m²,800m²,,,,,Oeste,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,Frente,80m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/151972-venta-de-casa-en-tres-cruces,U$S 130.000Venta,2,1,64 m²,,64m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/164317-venta-de-casa-3-dormitorios-en-parque-rodo,U$S 350.000Venta,3,2,181 m²,141m²,,,Garaje: 1,,,Oeste,,,Cocina Definida,1,,Acepta Mascotas,,,,Frente,181m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/191079-venta-casa-en-piedras-blancas,U$S 249.000Venta,6,3,950 m²,350m²,950m²,,Garaje: 4,,,Norte,,,,,,,UYU 1,,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/164076-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 850.000Venta,3,6,852 m²,274m²,852m²,Dormitorios en Suite: 1,Cochera: 2,Parrillero,,Este,,1,Cocina Definida,1981,Jardín,Acepta Mascotas,,Piscina,,,,Dormitorios de Servicio: 1,,,,,,
https://www.casasymas.com.uy/propiedad/89593-venta-de-casa-5-dormitorios-carrasco-montevideo,U$S 3.950.000Venta,5,6,810 m²,542m²,790m²,,Garaje: 6,,,,,,Cocina Definida,1,Jardín,,UYU 75000,,,Frente,810m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/115889-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 850.000Venta,3,3,213 m²,195m²,213m²,,,,,,,,Cocina Definida,,,,,,,Frente,27m²,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/140640-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.340.000Venta,4,7,,500m²,1223m²,Dormitorios en Suite: 2,Garaje: 2,Parrillero,Losa radiante,,,,,,Jardín,,,Piscina,"alarma, cámara, rejas",,45m²,,,,,,,
https://www.casasymas.com.uy/propiedad/34846-casa-en-venta-de-5-dormitorios-en-carrasco-montevideo,U$S 780.000Venta,5,3,900 m²,364m²,,,Garaje: 3,Parrillero,Estufa a leña,,,1,Cocina Definida,,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179882-casa-en-venta-de-2-dormitorios-con-garage-en-montevideo-montevideo,U$S 55Venta,2,1,,,,,Garaje: 1,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/119711-casa-en-venta-de-3-dormitorios-en-la-teja-montevideo,U$S 80.000Venta,3,1,136 m²,125m²,136m²,,,,,,,,Cocina Definida,1,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168142-casa-en-venta-de-3-dormitorios-en-malvin-norte-montevideo,U$S 285.000Venta,3,2,1416 m²,231m²,,,Cochera: 2,,,,,1,,1957,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151996-venta-de-casa-a-reciclar-en-malvin-norte,U$S 105.000Venta,3,1,,,,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/132773-casa-en-venta-de-2-dormitorios-en-reducto-montevideo,U$S 106.000Venta,2,1,75 m²,75m²,75m²,,Garaje: 0,,,Norte,,1,,,,,,,,Frente,,,1,,,,,
https://www.casasymas.com.uy/propiedad/159142-casa-en-venta-de-3-dormitorios-en-parque-batlle-montevideo,U$S 149.000Venta,3,1,95 m²,95m²,95m²,,,,,,,,Cocina Definida,1965,,Acepta Mascotas,,,,,,,,Patio,,3m,1,
https://www.casasymas.com.uy/propiedad/103036-edificio-en-el-centro-ref-9373,U$S 480.000Venta,Monoambiente,,766 m²,766m²,331m²,,,,,Este,,,,1,,,,,,Frente,766m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/167841-casa-en-venta-de-4-dormitorios-con-garage-en-parque-rodo-montevideo,U$S 350.000Venta,4,3,200 m²,180m²,20m²,,Garaje: 1,,,Sur,,,Cocina Definida,85,,Acepta Mascotas,,,,,,,,Patio,,,,Lavadero
https://www.casasymas.com.uy/propiedad/173391-casa-en-venta-de-2-dormitorios-en-penarol-montevideo,U$S 75.000Venta,2,1,379 m²,101m²,379m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,Lavadero
https://www.casasymas.com.uy/propiedad/159292-casa-en-venta-de-3-dormitorios-con-garage-en-buceo-montevideo,U$S 345.000Venta,3,2,454 m²,254m²,454m²,,Garaje: 1,,,,,,Cocina Definida,1956,,Acepta Mascotas,,,,,,,,Patio,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/188367-casa-en-venta-de-8-dormitorios-en-larranaga-montevideo,U$S 398.000Venta,8,3,324 m²,270m²,324m²,,,Parrillero,Aire acondicionado,Este,,1,Cocina Definida,1957,,Acepta Mascotas,,,,,,,,,Muebles,,,
https://www.casasymas.com.uy/propiedad/124097-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,U$S 175.000Venta,3,1,,206m²,106m²,,Garaje: 0,,,Norte,,1,,,,,,,,Frente,106m²,,1,,,,,
https://www.casasymas.com.uy/propiedad/158872-casa-en-venta-de-6-dormitorios-en-punta-gorda-montevideo,U$S 599.000Venta,6,5,435 m²,290m²,435m²,Dormitorios en Suite: 1,Garaje: 3,,,,,,Cocina Definida,1969,Jardín,,,,,,,Dormitorios de Servicio: 1,,,,3m,1,Lavadero
https://www.casasymas.com.uy/propiedad/146570-casa-en-venta-de-3-dormitorios-con-garage-en-union-montevideo,U$S 190.000Venta,3,2,302 m²,302m²,,,Cochera: 1,,,Este,,,Cocina Definida,,,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/156202-casa-en-venta-de-3-dormitorios-en-punta-carretas-montevideo,U$S 290.000Venta,3,2,70 m²,143m²,70m²,,,,,,,,Cocina Definida,,,,,,,Frente,,,,,,,,
https://www.casasymas.com.uy/propiedad/188957-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 765.000Venta,4,3,365 m²,265m²,100m²,,Garaje: 2,,,Sur,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/51541-casa-en-venta-de-4-dormitorios-en-parque-rodo-montevideo,U$S 310.000Venta,4,1,150 m²,,150m²,,Garaje: 0,,,Norte,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/72435-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 780.000Venta,3,4,1208 m²,297m²,,Dormitorios en Suite: 2,,Parrillero,Central por radiadores,,,2,Cocina Definida,,,,,,,,,Dormitorios de Servicio: 1,,,,,,
