url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Suite,Garage,Parrillero,Calefacción,Orientación,Popiedad Horizontal,Plantas,Cocina,Año de Construcción,Jardín,Acepta Mascotas,Gastos Comúnes,Piscina,Seguridad,Disposición,Superficie Balcones,Dormitorios Servicio,Pisos Edificio,Patio,Muebles,Altura,Aptos por piso,Lavadero,Dormitorio
https://www.casasymas.com.uy/propiedad/5089-casa-en-venta-de-3-dormitorios-en-parques-barrio-jardin-montevideo,1090000.0,3,4.0,304.4,222.0,139.0,1,2,Parrillero,losa radiante - bomba de calor,,Popiedad Horizontal,3.0,Cocina Definida,2023.0,Jardín,,,Piscina,CCTV,,80.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/103224-casa-en-venta-de-2-dormitorios-con-garage-en-union-montevideo,95000.0,2,1.0,70.0,70.0,100.0,0,1,,,Norte,,2.0,,,,,,,,Frente,,0,2.0,,,,,,2.0
https://www.casasymas.com.uy/propiedad/131013-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,475000.0,3,3.0,,158.0,187.0,1,1,Parrillero,Losa Radiante,,,2.0,Cocina Integrada,2018.0,Jardín,Acepta Mascotas,,,,,21.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/191353-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,640000.0,3,2.0,260.0,140.0,260.0,1,1,,,,,,Cocina Definida,1.0,Jardín,Acepta Mascotas,11800.0,Piscina,,,,0,,,,3.0,1.0,,3.0
https://www.casasymas.com.uy/propiedad/171496-venta-de-casa-en-carrasco-9274-de-5-dormitorios,1000000.0,5,4.0,551.0,311.0,551.0,0,1,,,,,,,1.0,Jardín,,,Piscina,,Frente,551.0,1,1.0,,,,,Lavadero,5.0
https://www.casasymas.com.uy/propiedad/173939-casa-en-venta-de-2-dormitorios-en-sayago-montevideo,104000.0,2,1.0,78.0,,78.0,0,0,,,Norte,,1.0,,,,,,,,,,0,1.0,,,,,,2.0
https://www.casasymas.com.uy/propiedad/184025-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,310000.0,4,3.0,,191.0,233.0,0,0,,,Norte,,,,1968.0,,Acepta Mascotas,,,,Frente,,0,,,,,2.0,,4.0
https://www.casasymas.com.uy/propiedad/56279-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,1030000.0,4,4.0,328.0,328.0,700.0,1,2,Parrillero,,,,,Cocina Integrada,,Jardín,Acepta Mascotas,,Piscina,,,,1,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/79982-casa-en-venta-de-5-dormitorios-en-ciudad-vieja-montevideo,249500.0,5,2.0,297.0,,309.0,0,0,,,Sur,,1.0,,,,,,,,,,0,,,,,,,5.0
https://www.casasymas.com.uy/propiedad/159128-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,170000.0,3,1.0,793.0,105.0,793.0,0,2,,,,,,Cocina Definida,1954.0,Jardín,Acepta Mascotas,,,,,,0,,,,3.0,1.0,,3.0
https://www.casasymas.com.uy/propiedad/30744-casa-en-venta-de-3-dormitorios-en-brazo-oriental-montevideo,190000.0,3,2.0,,155.0,,0,0,,,,,,Cocina Definida,,,,,,,,,0,,,,,,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/940-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-norte-montevideo,380000.0,3,3.0,130.0,130.0,150.0,1,1,Parrillero,losa radiante,Norte,Popiedad Horizontal,2.0,Cocina Integrada,2024.0,Jardín,Acepta Mascotas,,,virtual,,20.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/158952-casa-en-venta-de-3-dormitorios-con-garage-en-punta-gorda-montevideo,600000.0,3,3.0,480.0,200.0,480.0,0,1,,,,,,Cocina Definida,1990.0,Jardín,Acepta Mascotas,,Piscina,,,,1,,Patio,,3.0,1.0,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/188669-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,135000.0,3,1.0,300.0,66.0,586.0,0,0,,,,Popiedad Horizontal,1.0,Cocina Integrada,1953.0,Jardín,,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/150134-casa-en-venta-de-4-dormitorios-con-garage-en-pocitos-montevideo,600000.0,4,2.0,214.0,214.0,331.0,0,1,,,Norte,,2.0,,,,,,,,,,0,2.0,,,,,,4.0
https://www.casasymas.com.uy/propiedad/187605-terreno-y-2-casas-frente-al-parque-rivera-ideal-inversion,510000.0,5,4.0,1140.0,243.0,897.0,0,5,,,Oeste,,,Cocina Definida,1.0,Jardín,Acepta Mascotas,,,,,,0,,Patio,,,,,5.0
https://www.casasymas.com.uy/propiedad/175007-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,980000.0,3,3.0,400.0,250.0,400.0,1,2,,,,,,Cocina Definida,1.0,Jardín,,,Piscina,,,,0,,,,3.0,1.0,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/166332-casa-en-venta-de-3-dormitorios-con-garage-en-union-montevideo,132000.0,3,2.0,85.0,45.0,85.0,0,1,Parrillero,,Norte,Popiedad Horizontal,2.0,Cocina Definida,1980.0,Jardín,Acepta Mascotas,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/178956-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,635000.0,4,3.0,510.0,242.0,510.0,0,0,,,,,,,1.0,,,,Piscina,,,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/41675-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,260000.0,2,2.0,103.0,85.0,103.0,1,0,,,,,,Cocina Definida,,,,5000.0,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/154516-casa-en-venta-de-3-dormitorios-con-garage-en-cordon-montevideo,320000.0,3,2.0,103.0,204.0,,0,1,Parrillero,,,,,Cocina Definida,1937.0,,,,,,,,0,,Patio,,,,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/145731-casa-en-venta-de-3-dormitorios-en-centro-montevideo,169000.0,3,3.0,250.0,,120.0,0,0,,,Sur,,3.0,,,,,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/177384-casa-en-venta-de-2-dormitorios-con-garage-en-prado-montevideo,245000.0,2,1.0,239.0,131.0,239.0,0,1,,,,,,Cocina Definida,,,,,,,Frente,,0,,,,,,Lavadero,2.0
https://www.casasymas.com.uy/propiedad/155482-casa-en-venta-en-montevideo,298000.0,0,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,0.0
https://www.casasymas.com.uy/propiedad/158872-casa-en-venta-de-6-dormitorios-en-punta-gorda-montevideo,599000.0,6,5.0,435.0,290.0,435.0,1,3,,,,,,Cocina Definida,1969.0,Jardín,,,,,,,1,,,,3.0,1.0,Lavadero,6.0
https://www.casasymas.com.uy/propiedad/90020-casa-en-venta-de-3-dormitorios-en-nuevo-paris-montevideo,140000.0,3,2.0,338.0,100.0,238.0,0,2,,,,,,,,,,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/5196-casa-cordon-venta-9-dormitorios-minas-prox-facultad-humanidadescon-buena-renta,360000.0,9,4.0,386.0,,179.0,0,0,,,,,2.0,Cocina Definida,1916.0,,,,,,,,0,,,,,,,9.0
https://www.casasymas.com.uy/propiedad/94956-casa-en-venta-de-2-dormitorios-en-buceo-montevideo,197000.0,2,1.0,69.0,69.0,,0,0,Parrillero,,Norte,,1.0,Cocina Definida,1957.0,,Acepta Mascotas,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/55641-casa-en-venta-de-2-dormitorios-en-punta-carretas-montevideo,165000.0,2,1.0,,65.0,,0,0,,,,,,Cocina Definida,,,,200.0,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/179992-proximo-al-centro-comercial,290000.0,4,2.0,137.0,98.0,92.0,0,1,Parrillero,,Norte,,3.0,Cocina Definida,1952.0,Jardín,Acepta Mascotas,,,Rejas y alarma,,39.0,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/146909-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,1350000.0,4,4.0,350.0,350.0,850.0,0,0,,,Este,,,,1989.0,,,,,,Frente,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/158345-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,330000.0,3,2.0,794.0,180.0,794.0,1,4,,,,,,Cocina Definida,2006.0,Jardín,Acepta Mascotas,,,,,,0,,,,3.0,1.0,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/108760-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-nuevo-montevideo,530000.0,3,3.0,150.0,150.0,151.0,1,1,Parrillero,central a Gas por radiadores,,,2.0,Cocina Definida,2009.0,,Acepta Mascotas,,,cerramiento perimetral,,,1,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/5305-venta-casa-sayago-7-dormitorios-garzon-y-ariel-8-banos-3217m2-terreno,750000.0,7,8.0,800.0,,3217.0,0,3,,Aire acondicionado,,,2.0,Cocina Definida,1938.0,,,,,,,,0,,,,,,,7.0
https://www.casasymas.com.uy/propiedad/171033-venta-en-ciudad-vieja-casa,90000.0,2,1.0,85.0,85.0,85.0,0,0,,,,,,Cocina Definida,,,,,,,Frente,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/174371-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-este-montevideo,360000.0,3,3.0,130.0,105.0,25.0,0,1,,,Norte,,,Cocina Definida,2025.0,Jardín,Acepta Mascotas,2000.0,,,,,0,,Patio,,,,,3.0
https://www.casasymas.com.uy/propiedad/172450-casa-en-venta-de-4-dormitorios-en-san-nicolas-montevideo,2500000.0,4,3.0,705.0,380.0,1045.0,2,2,Parrillero,LOSA RADIANTE Y AA,Norte,,2.0,Cocina Definida,2016.0,Jardín,,,Piscina,SEGURIDAD SAN NICOLAS,,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/183901-casa-en-venta-de-4-dormitorios-con-garage-en-atahualpa-montevideo,290000.0,4,3.0,186.0,186.0,196.0,0,1,,,Norte,,2.0,,,,,,,,Frente,,0,2.0,,,,,,4.0
https://www.casasymas.com.uy/propiedad/173000-casa-en-venta-de-3-dormitorios-en-prado-montevideo,230000.0,3,2.0,169.0,169.0,168.0,0,3,,,Norte,,2.0,,,,,,,,,,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/130315-venta-casa-tres-cruces-2-dormitorios-culta-y-martin-c-martinez-impecable-con-garaje,230000.0,2,2.0,120.0,120.0,220.0,0,1,Parrillero,,,,1.0,Cocina Definida,2016.0,Jardín,,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/91293-casa-en-venta-de-3-dormitorios-con-garage-en-brazo-oriental-montevideo,278000.0,3,2.0,120.0,100.0,130.0,0,1,,,Norte,,2.0,,,,,,,,Frente,,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/187421-casa-en-venta-de-2-dormitorios-en-tres-cruces-montevideo,250000.0,2,1.0,,,,0,0,,,,,,Cocina Definida,,,,,,,Frente,,1,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/178263-casa-en-venta-de-3-dormitorios-en-paso-de-las-duranas-montevideo,178000.0,3,2.0,,160.0,562.0,0,2,,,Norte,,,,,,,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/129777-casa-en-venta-de-2-dormitorios-en-reducto-montevideo,98500.0,2,1.0,60.0,60.0,60.0,0,0,,,,,,Cocina Definida,1955.0,,,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/67826-casa-en-venta-de-3-dormitorios-en-palermo-montevideo,180000.0,3,,150.0,150.0,150.0,0,0,,,Norte,,2.0,,,,,,,,Frente,,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/183869-casa-en-venta-de-4-dormitorios-en-union-montevideo,120000.0,4,3.0,537.0,206.0,537.0,0,0,,,Norte,,,Cocina Definida,2000.0,,,,,,Frente,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/64480-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,175000.0,3,1.0,,,,0,0,,,Norte,,,,,,,,,,Frente,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/114906-alquiler-y-venta-casa-pocitos-br-artigas-y-avenida-brasil-12-ambientes-banos-y-block-quirurgico,1350000.0,12,12.0,680.0,680.0,506.0,0,0,,,,,2.0,Cocina Definida,1950.0,Jardín,,,,,Frente,,0,,,,,,,12.0
https://www.casasymas.com.uy/propiedad/183305-casa-en-venta-de-3-dormitorios-con-garage-en-buceo-montevideo,330000.0,3,1.0,112.0,100.0,193.0,0,1,Parrillero,,,,1.0,Cocina Definida,1957.0,Jardín,,,,,,12.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/150150-venta-casa-5-dormitorios-2-banos-azotea-cordon-montevideo,130000.0,5,2.0,145.0,145.0,145.0,0,0,,,Norte,,,Cocina Definida,,,,,,,Frente,,0,,,,,,,5.0
https://www.casasymas.com.uy/propiedad/181653-casa-en-venta-de-3-dormitorios-en-villa-espanola-montevideo,259000.0,3,4.0,334.0,140.0,,2,0,Parrillero,centralizada,,Popiedad Horizontal,2.0,Cocina Definida,1966.0,Jardín,Acepta Mascotas,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/124345-casa-en-venta-de-4-dormitorios-en-pocitos-nuevo-montevideo,1100000.0,4,3.0,290.0,,,0,2,,,Norte,,,Cocina Definida,1984.0,Jardín,,,Piscina,,,,0,,Patio,,,,,4.0
https://www.casasymas.com.uy/propiedad/167644-casa-en-venta,1600000.0,6,5.0,397.0,397.0,645.0,0,1,,,,,,,1.0,Jardín,Acepta Mascotas,,Piscina,,,397.0,1,,Patio,,,,Lavadero,6.0
https://www.casasymas.com.uy/propiedad/159769-casa-en-venta-de-3-dormitorios-en-pocitos-montevideo,360000.0,3,1.0,173.0,219.0,173.0,0,2,,,,,,Cocina Definida,1937.0,Jardín,Acepta Mascotas,,,,,,0,,Patio,,3.0,1.0,,3.0
https://www.casasymas.com.uy/propiedad/189510-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,290000.0,3,2.0,133.0,118.0,147.0,0,1,Parrillero,Estufa de alto rendimiento,Este,Popiedad Horizontal,2.0,Cocina Definida,1972.0,Jardín,Acepta Mascotas,800.0,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/188543-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,399000.0,3,2.0,145.0,98.0,,0,0,,,Este,,,Cocina Definida,1.0,Jardín,Acepta Mascotas,10000.0,Piscina,,Frente,145.0,0,1.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/171589-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,821000.0,3,2.0,165.0,165.0,426.0,0,3,,,Norte,,2.0,,,,,,,Seguridad nocturna,,,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/84520-casa-en-venta-de-2-dormitorios-en-cerro-montevideo,65000.0,2,1.0,114.0,99.0,,0,0,,,Norte,Popiedad Horizontal,1.0,Cocina Definida,1900.0,,,,,,,15.0,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/140084-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,678000.0,3,3.0,,141.0,259.0,0,0,,,Este,,,Cocina Definida,2021.0,Jardín,Acepta Mascotas,12500.0,,,Frente,,0,,,,,1.0,,3.0
https://www.casasymas.com.uy/propiedad/178243-venta-casa-con-renta-villa-munoz,260000.0,3,1.0,116.0,116.0,85.0,0,1,Parrillero,Estufa a leña - AA,Sur,,2.0,Cocina Integrada,1950.0,,Acepta Mascotas,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/137222-ideal-grandes-emprendimientos-o-vivienda-promovida,650000.0,12,4.0,800.0,809.0,409.0,0,0,,,,,3.0,Cocina Definida,1920.0,,,,,,,,0,,,,,,,12.0
https://www.casasymas.com.uy/propiedad/163083-casa-en-venta-de-3-dormitorios-en-punta-carretas-montevideo,310000.0,3,3.0,175.0,145.0,30.0,0,2,,,Norte,,,Cocina Definida,80.0,,Acepta Mascotas,,,,,,0,,,,,,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/47940-casa-en-venta-de-4-dormitorios-en-prado-montevideo,400000.0,4,2.0,439.0,439.0,,3,5,Parrillero,Aire acondicionado,Norte,,,,,Jardín,,,,,,,1,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/83000-casa-en-venta-de-5-dormitorios-en-malvin-montevideo,460000.0,5,4.0,189.0,215.0,189.0,0,0,,,,,,Cocina Definida,,,,,,,Frente,22.0,0,,,,,,Lavadero,5.0
https://www.casasymas.com.uy/propiedad/189239-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,840000.0,3,2.0,793.0,369.0,793.0,0,2,,,,,,Cocina Definida,1.0,Jardín,Acepta Mascotas,,,,,,0,,,,3.0,1.0,,3.0
https://www.casasymas.com.uy/propiedad/98044-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-norte-montevideo,145000.0,2,1.0,294.0,206.0,,0,1,,,Oeste,,,Cocina Definida,1960.0,Jardín,Acepta Mascotas,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/1326-casa-en-venta-de-7-dormitorios-en-carrasco-montevideo,625000.0,7,4.0,813.0,300.0,813.0,1,2,Parrillero,A gas,,,,Cocina Definida,,Jardín,Acepta Mascotas,,Piscina,,,,0,,,,,,,7.0
https://www.casasymas.com.uy/propiedad/183266-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,850000.0,4,3.0,429.0,256.0,429.0,1,4,,,,,,Cocina Definida,2005.0,Jardín,Acepta Mascotas,,,,,,1,,,,3.0,1.0,Lavadero,4.0
https://www.casasymas.com.uy/propiedad/60388-casa-en-venta-de-2-dormitorios-en-villa-munoz-montevideo,130000.0,2,2.0,80.0,150.0,150.0,0,0,,,Oeste,,1.0,,,,,,,,Frente,70.0,0,1.0,,,,,,2.0
https://www.casasymas.com.uy/propiedad/174721-casa-en-venta-de-2-dormitorios-en-carrasco-montevideo,490000.0,2,3.0,360.0,168.0,360.0,1,0,,,,,,,,,,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/159170-casa-en-venta-de-3-dormitorios-en-reducto-montevideo,138000.0,3,2.0,140.0,140.0,140.0,0,2,,,,,,Cocina Definida,1950.0,,Acepta Mascotas,,,,,,0,,,,3.0,1.0,,3.0
https://www.casasymas.com.uy/propiedad/155425-casa-en-venta-de-3-dormitorios-con-garage-en-brazo-oriental-montevideo,200000.0,3,2.0,119.0,107.0,,0,1,Parrillero,,,Popiedad Horizontal,,,1961.0,,Acepta Mascotas,2800.0,,,,12.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/153212-casa-en-venta-de-2-dormitorios-en-jardines-del-hipodromo-montevideo,98000.0,2,1.0,175.0,123.0,,0,2,,,Sur,Popiedad Horizontal,,Cocina Definida,1933.0,Jardín,Acepta Mascotas,,,REJAS PERIMETRALES,Frente,52.0,0,2.0,,,,3.0,,2.0
https://www.casasymas.com.uy/propiedad/81193-venta-casa-2-pisos-4-dormitorios-2-banos-garage-parque-rodo,300000.0,4,2.0,165.0,165.0,165.0,0,1,,,,,,Cocina Definida,1964.0,,,,,,Frente,165.0,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/138862-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,630000.0,3,4.0,,300.0,484.0,2,0,Parrillero,radiadores,,,,Cocina Integrada,,Jardín,,,Piscina,alarma,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/172749-casa-en-venta-de-3-dormitorios-con-garage-en-jacinto-vera-montevideo,255000.0,3,2.0,158.0,,158.0,0,1,,,,,,Cocina Definida,1957.0,,,,,,Frente,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/159202-casa-en-venta-de-2-dormitorios-en-pocitos-montevideo,127000.0,2,1.0,66.0,66.0,66.0,0,0,,,,,,Cocina Definida,1935.0,,Acepta Mascotas,,,,,,0,,,,3.0,1.0,,2.0
https://www.casasymas.com.uy/propiedad/176028-casa-en-venta-de-3-dormitorios-en-malvin-montevideo,210000.0,3,2.0,60.0,60.0,80.0,0,0,Parrillero,Aire Acondicionado,Sur,Popiedad Horizontal,2.0,Cocina Definida,1944.0,Jardín,Acepta Mascotas,,,Rejas,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/1211-casa-en-venta-de-4-dormitorios-con-garage-en-san-nicolas-montevideo,1200000.0,4,5.0,240.0,,449.0,0,1,Parrillero,Losa radiante a gas,,,,,,,,,Piscina,,,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/168615-chacra-en-venta-melilla,159000.0,3,1.0,51751.0,90.0,51661.0,0,1,,,Norte,,,Cocina Definida,2025.0,,,,,,,,0,,Patio,,,,,3.0
https://www.casasymas.com.uy/propiedad/79953-casa-en-venta-de-19-dormitorios-en-ciudad-vieja-montevideo,320000.0,19,3.0,426.0,426.0,236.0,0,0,,,Norte,,2.0,,,,,,,,Frente,,0,2.0,,,,,,19.0
https://www.casasymas.com.uy/propiedad/151992-venta-casa-pension-19-dormitorios-ciudad-vieja-oportunidad-de-inversion,320000.0,19,3.0,426.0,426.0,426.0,0,0,,,,,,Cocina Definida,101.0,,,,,,Frente,,0,,,,,,,19.0
https://www.casasymas.com.uy/propiedad/167946-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,325000.0,4,2.0,,204.0,387.0,0,0,,,Norte,,,Cocina Definida,1931.0,Jardín,Acepta Mascotas,,,,Frente,,0,,Patio,Muebles,,,,4.0
https://www.casasymas.com.uy/propiedad/183847-casa-en-venta-de-14-dormitorios-en-centro-montevideo,178000.0,14,2.0,302.0,284.0,302.0,0,0,,,Norte,,,Cocina Definida,1900.0,,,,,,Frente,,1,,,,,,,14.0
https://www.casasymas.com.uy/propiedad/119700-casa-en-venta-de-6-dormitorios-con-garage-en-parque-rodo-montevideo,420000.0,6,3.0,235.0,338.0,235.0,0,1,,,Norte,,,Cocina Definida,1944.0,,,,Piscina,,Frente,,1,,,,,,Lavadero,6.0
https://www.casasymas.com.uy/propiedad/116984-casa-en-venta-de-1-dormitorio-en-la-teja-montevideo,305000.0,1,4.0,860.0,,860.0,0,0,,,,,,Cocina Definida,,,,,,,Frente,,0,,,,,,,1.0
https://www.casasymas.com.uy/propiedad/183591-casa-en-venta-de-2-dormitorios-en-buceo-montevideo,149000.0,2,1.0,48.0,48.0,270.0,0,2,Parrillero,,Este,Popiedad Horizontal,1.0,Cocina Integrada,1943.0,Jardín,,,,Rejas en aberturas,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/156606-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-montevideo,220000.0,2,2.0,86.0,86.0,119.0,0,1,,,Norte,,1.0,,,,,,,,,,0,1.0,,,,,,2.0
https://www.casasymas.com.uy/propiedad/138003-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,220000.0,4,2.0,,118.0,227.0,0,0,,,Oeste,,,,1924.0,,Acepta Mascotas,,,,Interior,,0,,,,,2.0,,4.0
https://www.casasymas.com.uy/propiedad/118311-casa-en-venta-de-3-dormitorios-en-villa-espanola-montevideo,135000.0,3,1.0,132.0,100.0,132.0,0,0,,,,,,Cocina Definida,1.0,,,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/137351-casa-de-tres-dormitorios-en-venta-en-prado-005,340000.0,3,1.0,120.0,16.0,,0,2,,,Norte,,2.0,,,,,70000.0,,,Frente,16.0,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/174816-casa-en-venta-de-5-dormitorios-en-carrasco-norte-montevideo,329000.0,5,3.0,300.0,155.0,300.0,0,3,,,,,,Cocina Definida,1982.0,Jardín,Acepta Mascotas,,,,,,1,,Patio,,3.0,1.0,Lavadero,5.0
https://www.casasymas.com.uy/propiedad/157268-casa-en-venta-de-3-dormitorios-con-garage-en-la-blanqueada-montevideo,150000.0,3,1.0,80.0,102.0,65.0,0,1,,,Este,,2.0,,,,,,,,,22.0,0,2.0,,,,,,3.0
https://www.casasymas.com.uy/propiedad/187577-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,630000.0,3,3.0,312.0,141.0,259.0,1,0,Parrillero,,Norte,Popiedad Horizontal,2.0,,2021.0,Jardín,Acepta Mascotas,14500.0,,Barrio Privado,,17.0,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/179264-venta-casa-carrasco-olivos,1290000.0,5,5.0,475.0,352.0,954.0,3,3,,,Oeste,,2.0,Cocina Integrada,2016.0,Jardín,Acepta Mascotas,20000.0,Piscina,24 hrs,,25.0,1,,,,,,,5.0
https://www.casasymas.com.uy/propiedad/174134-casa-en-venta-de-2-dormitorios-en-la-blanqueada-montevideo,155000.0,2,1.0,60.0,60.0,,0,0,,,Norte,,,Cocina Definida,2013.0,Jardín,Acepta Mascotas,,,,,,0,,,,,,,2.0
https://www.casasymas.com.uy/propiedad/81037-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,1290000.0,4,5.0,975.0,470.0,975.0,2,2,Parrillero,radiadores,Este,,2.0,Cocina Definida,,Jardín,,,Piscina,,,,1,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/47199-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,697000.0,3,2.0,283.0,145.0,283.0,1,1,,,,,,Cocina Definida,2024.0,,,,,,Frente,,0,,,,,,Lavadero,3.0
https://www.casasymas.com.uy/propiedad/188497-casa-en-venta-de-4-dormitorios-con-garage-en-carrasco-montevideo,1950000.0,4,3.0,2080.0,469.0,2080.0,0,1,,,,,,Cocina Definida,1.0,,,,Piscina,,Frente,,1,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/185307-casa-en-venta-de-3-dormitorios-en-tres-cruces,125000.0,3,1.0,136.0,72.0,64.0,0,0,,,Este,,,Cocina Definida,1910.0,,Acepta Mascotas,,,,,,0,,,,,,,3.0
https://www.casasymas.com.uy/propiedad/168657-casa-en-venta-de-8-dormitorios-en-centro-montevideo,193000.0,8,4.0,392.0,332.0,331.0,0,0,Parrillero,,Oeste,,1.0,Cocina Definida,,,Acepta Mascotas,,,,,60.0,0,,,,,,,8.0
https://www.casasymas.com.uy/propiedad/168321-venta-casa-de-5-dormitorios-en-carrasco-montevideo,1500000.0,5,3.0,342.0,342.0,648.0,0,2,,,Norte,,,,1.0,Jardín,,17000.0,Piscina,,Frente,342.0,0,1.0,Patio,,,,,5.0
https://www.casasymas.com.uy/propiedad/79970-casa-en-venta-de-9-dormitorios-en-centro-montevideo,1260000.0,9,10.0,1378.0,1378.0,463.0,0,0,,,Norte,,5.0,,,,,,,,Frente,,0,5.0,,,,,,9.0
https://www.casasymas.com.uy/propiedad/108654-casa-en-venta-de-4-dormitorios-con-garage-en-tres-cruces-montevideo,299000.0,4,2.0,359.0,214.0,,0,1,,,Oeste,,2.0,Cocina Integrada,1960.0,Jardín,Acepta Mascotas,,,,,,0,,,,,,,4.0
https://www.casasymas.com.uy/propiedad/188367-casa-en-venta-de-8-dormitorios-en-larranaga-montevideo,398000.0,8,3.0,324.0,270.0,324.0,0,0,Parrillero,Aire acondicionado,Este,,1.0,Cocina Definida,1957.0,,Acepta Mascotas,,,,,,0,,,Muebles,,,,8.0
