url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Balcones,Dormitorios Servicio,Dormitorios Suite,Garage,Gastos Comúnes,Calefacción,Orientación,Disposición,Popiedad Horizontal,Piso,Cocina,Aptos por piso,Pisos Edificio,Seguridad,Ascensor,Acepta Mascotas,Año de Construcción,Plantas,Piscina,Parrillero,Muebles,Lavadero,Superficie Terreno,Altura,Jardín,Patio
https://www.casasymas.com.uy/propiedad/57897-apartamento-en-venta-de-2-dormitorios-con-garage-en-tres-cruces-montevideo,U$S 171.440Venta,2,1,66 m²,66m²,7m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,66m²,,,
https://www.casasymas.com.uy/propiedad/91476-apartamento-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 470.000Venta,3,4,143 m²,143m²,,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 1,$U 23000,GAS,Oeste,Frente,,4,Cocina Definida,1,10,PORTERIA FISICA Y VIRTUAL,Ascensor,Acepta Mascotas,1990,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/171590-venta-monoambiente-a-estrenar-barrio-sur-montevideo,U$S 108.000Venta,Monoambiente,1,,30m²,2m²,,,,UYU 2500,,,Contrafrente,,,Cocina Definida,6,,,,,2025,,,,,,,,,
https://www.casasymas.com.uy/propiedad/133485-apartamento-en-venta-de-4-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 575.000Venta,4,3,196 m²,153m²,43m²,Dormitorios de Servicio: 1,,Garaje: 1,UYU 29000,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/103612-apartamento-en-venta-monoambiente-en-barrio-sur-montevideo,U$S 140.000Venta,Monoambiente,1,72.26 m²,48m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/161381-apartamento-en-venta-de-2-dormitorios-en-brazo-oriental-montevideo,U$S 118.000Venta,2,,50 m²,50m²,,,,,,,,,,,Cocina Definida,1,,,,Acepta Mascotas,2024,,,,,Lavadero,50m²,3m,,
https://www.casasymas.com.uy/propiedad/175187-apartamento-en-venta-monoambiente-en-barrio-sur-montevideo,U$S 115.000Venta,Monoambiente,1,37.46 m²,33m²,2m²,,,Garaje: 0,,,Oeste,,Popiedad Horizontal,,,,,,,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/189809-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 155.800Venta,1,1,48.58 m²,48m²,6m²,,,Garaje: 0,,,Oeste,,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/184646-venta-apartamento-de-2-dormitorios-a-estrenar-en-el-centro,U$S 166.400Venta,2,1,61 m²,55m²,6m²,,,,,,,Contrafrente,Popiedad Horizontal,8,Cocina Integrada,,,,Ascensor,Acepta Mascotas,2024,,,Parrillero,Muebles,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/89496-apartamento-penthouse-de-dos-dormitorios-en-venta-en-cordon-1001,U$S 201.000Venta,2,1,104 m²,104m²,44m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/198673-apartamento-en-venta-de-3-dormitorios-en-malvin-montevideo,U$S 313.950Venta,3,2,125.2 m²,99m²,13m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/200240-apartamento-en-venta-de-3-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 844.000Venta,3,4,307 m²,143m²,34m²,,Dormitorios en Suite: 3,Garaje: 1,$U 23000,AA y Losa radiante,Oeste,Frente,Popiedad Horizontal,10,Cocina Definida,4,10,Cámaras de seguridad y portería 24 horas,Ascensor,Acepta Mascotas,2024,,Piscina,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/188132-espectacular-apto-duplex-3-dormitorios-patio-y-parillero,U$S 210.000Venta,3,1,90 m²,70m²,,,,,UYU 4000,,,,,,Cocina Definida,6,,,,,2023,,,,,Lavadero,90m²,3m,,Patio
https://www.casasymas.com.uy/propiedad/166786-proximo-br-artigas-con-renta,U$S 180.000Venta,2,1,53 m²,48m²,5m²,,,Garaje: 1,UYU 2000,,Oeste,Contrafrente,Popiedad Horizontal,5,Cocina Definida,6,5,,Ascensor,,2016,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/187194-venta-apartamento-monoambiente-en-cordon,U$S 91.080Venta,Monoambiente,1,40 m²,30m²,3m²,,,Garaje: 0,UYU 1,,Norte,Frente,Popiedad Horizontal,,,,1,,,,,1,,,,,40m²,,,
https://www.casasymas.com.uy/propiedad/190907-venta-apartamento-2-dormitorios-palermo-salto-y-maldonado-ed-kafka-terrazas-al-frente,U$S 212.000Venta,2,1,90 m²,74m²,16m²,,,,,Prevision aire acondicionado,,Frente,Popiedad Horizontal,5,Cocina Integrada,,,CCTV,Ascensor,,2025,,,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/151040-apartamento-en-venta-de-1-dormitorio-en-tres-cruces-montevideo,U$S 125.000Venta,1,1,60 m²,,,,,,,,,,Popiedad Horizontal,,,,,,Ascensor,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/88220-apartamento-de-un-dormitorio-en-venta-en-punta-carretas-206,U$S 179.000Venta,1,1,51 m²,51m²,3m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/143788-apartamento-en-venta-de-1-dormitorio-en-malvin-montevideo,U$S 170.455Venta,1,1,48 m²,,,,,,,,,,Popiedad Horizontal,,,,,,Ascensor,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/181472-apartamento-de-dos-dormitorios-en-venta-en-cordon-610,U$S 183.900Venta,2,1,55 m²,55m²,3m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/98508-apartamento-en-venta-de-1-dormitorio-con-garage-en-pocitos-nuevo-montevideo,U$S 179.045Venta,1,1,55 m²,38m²,5m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,1,1,,,,2026,,Piscina,,,,55m²,,,
https://www.casasymas.com.uy/propiedad/15130-apartamento-en-venta-monoambiente-en-parque-rodo-montevideo,U$S 115.000Venta,Monoambiente,1,30 m²,25m²,,,,,$U 1700,,,,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/173990-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 205.000Venta,1,1,97 m²,49m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,1,,,,,1,,,,,,,,
https://www.casasymas.com.uy/propiedad/191851-apartamento-en-venta-de-1-dormitorio-en-parque-rodo-montevideo,U$S 208.000Venta,1,1,52.5 m²,45m²,3m²,,,Garaje: 0,,,Este,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/187504-apartamento-en-venta-de-2-dormitorios-en-la-comercial-montevideo,U$S 108.000Venta,2,1,55 m²,53m²,,,,,UYU 1500,,,Frente,,,,,,,,,1,,,,,,2m²,,,
https://www.casasymas.com.uy/propiedad/89312-apartamento-de-dos-dormitorios-en-venta-en-la-blanqueada-1101,U$S 160.400Venta,2,1,63 m²,63m²,5m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/85821-venta-apartamento-un-dormitorio-en-palermo-902,U$S 150.300Venta,1,1,44 m²,44m²,,,,Garaje: 1,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/137123-venta-apartamento-dos-dormitorios-en-la-blanqueada-807,U$S 136.786Venta,1,1,54 m²,54m²,5m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/158521-apartamento-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 460.000Venta,3,1,146 m²,128m²,,,Dormitorios en Suite: 1,Garaje: 2,,,,,,,Cocina Definida,1,,,,Acepta Mascotas,2025,,Piscina,,,Lavadero,146m²,3m,,
https://www.casasymas.com.uy/propiedad/108399-apartamento-en-venta-de-2-dormitorios-en-centro-montevideo,U$S 199.000Venta,2,1,67 m²,67m²,,,,Garaje: 0,UYU 2900,,Oeste,Frente,Popiedad Horizontal,,,,4,,,,,4,,,,,67m²,,,
https://www.casasymas.com.uy/propiedad/158504-apartamento-en-venta-monoambiente-en-centro-montevideo,U$S 65.000Venta,Monoambiente,1,29 m²,33m²,,,,,$U 3200,,Norte,Frente,,9,Cocina Definida,6,9,de 9h a 19h,,,1999,,,,,,,,,
https://www.casasymas.com.uy/propiedad/106103-apartamento-en-venta-de-2-dormitorios-en-centro-montevideo,U$S 146.000Venta,2,1,76.61 m²,72m²,,,,Garaje: 0,,,Sur,Contrafrente,Popiedad Horizontal,,,,10,,,,,10,,,,,,,,
https://www.casasymas.com.uy/propiedad/164346-venta-de-apartamento-de-1-dormitorio-en-avenida-italia,U$S 112.000Venta,1,1,38 m²,38m²,38m²,,,,UYU 4000,,Sur,Interior,,,,,1,,Ascensor,,1,,,,,,,,,
https://www.casasymas.com.uy/propiedad/177758-apartamento-en-venta-de-2-dormitorios-en-tres-cruces-montevideo,U$S 149.000Venta,2,2,,82m²,,,,,,,,Frente,,,Cocina Definida,2,,,,Acepta Mascotas,1988,,,,,,82m²,,,Patio
https://www.casasymas.com.uy/propiedad/74580-apartamento-en-venta-monoambiente-en-centro-montevideo,U$S 133.030Venta,Monoambiente,1,50.47 m²,,,,,Garaje: 0,,,Este,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/91582-apartamento-en-venta-de-1-dormitorio-con-garage-en-la-blanqueada-montevideo,U$S 127.308Venta,1,1,42 m²,39m²,3m²,,,Garaje: 1,,,,Frente,,,Cocina Definida,,8,,,,2025,,,,,,42m²,,,
https://www.casasymas.com.uy/propiedad/75195-apartamento-en-venta-de-1-dormitorio-en-parque-rodo-montevideo,U$S 186.900Venta,1,1,65 m²,47m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,60m²,,,
https://www.casasymas.com.uy/propiedad/106973-apartamento-de-un-dormitorio-en-venta-en-buceo-307,U$S 165.953Venta,1,1,45 m²,45m²,3m²,,,Garaje: 1,UYU 3902,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/177286-apartamento-de-un-dormitorio-en-venta-en-la-blanqueada-302b,U$S 143.500Venta,1,1,46 m²,46m²,6m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/82207-apartamento-en-venta-de-1-dormitorio-en-montevideo-montevideo,U$S 135.000Venta,1,1,24 m²,26m²,,,,,$U 4200,,Norte,Contrafrente,Popiedad Horizontal,5,Cocina Integrada,5,10,Remota,Ascensor,Acepta Mascotas,2021,,,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/89091-apartamento-de-un-dormitorio-en-venta-en-la-blanqueada-404,U$S 128.600Venta,1,1,45 m²,45m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/5581-venta-apartamento-2-dormitorios-tres-cruces-miguelete-y-bulevar-artigas-ed-gala-pop,U$S 170.021Venta,2,1,76 m²,65m²,,,,,,,,Frente,Popiedad Horizontal,1,Cocina Definida,,,24 Hs.,,,2023,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/65909-apartamento-en-venta-de-2-dormitorios-en-la-blanqueada-montevideo,U$S 175.500Venta,2,1,72.36 m²,55m²,5m²,,,Garaje: 0,,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/187630-apartamento-en-venta-de-1-dormitorio-en-cordon-montevideo,U$S 170.400Venta,1,1,39 m²,37m²,2m²,,,,,,,Frente,,,Cocina Definida,,,,,,1,,,,,,39m²,,,
https://www.casasymas.com.uy/propiedad/106062-apartamento-en-venta-de-1-dormitorio-en-pocitos-nuevo-montevideo,U$S 237.075Venta,1,1,63.54 m²,53m²,,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,18,,,,,18,,,,,,,,
https://www.casasymas.com.uy/propiedad/186427-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 128.150Venta,1,1,51.6 m²,38m²,3m²,,,Garaje: 0,,,Norte,,Popiedad Horizontal,,,,,,,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/158488-apartamento-en-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 590.000Venta,3,3,235 m²,206m²,,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,UYU 40000,,,,,,Cocina Definida,1,,,,Acepta Mascotas,1991,,,,,Lavadero,235m²,3m,,
https://www.casasymas.com.uy/propiedad/95489-apartamento-en-venta-monoambiente-con-garage-en-centro-montevideo,U$S 109.630Venta,Monoambiente,1,36.95 m²,,,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,36m²,,,
https://www.casasymas.com.uy/propiedad/1191-apartamento-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 450.000Venta,3,2,131 m²,,,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 1,$U 26400,Central,,,,,,,,Portería 24 horas,Ascensor,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/28476-apartamento-en-venta-de-2-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 290.000Venta,2,2,,,,,,Garaje: 1,UYU 10000,,,Frente,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/72716-venta-apartamento-2-dormitorios-a-estrenar-aguada-montevideo,U$S 159.500Venta,2,,,51m²,6m²,,,Garaje: 1,UYU 7000,,Este,Frente,,,Cocina Definida,1,1,,,,2023,,,,,,,,,
https://www.casasymas.com.uy/propiedad/184854-venta-de-apartamento-de-2-dormitorios-a-estrenar-en-pocitos-nuevo,U$S 175.000Venta,2,1,61 m²,50m²,6m²,,,,,,Oeste,Frente,,,Cocina Definida,1,1,,,,1,,,,,,61m²,,,
https://www.casasymas.com.uy/propiedad/179685-apartamento-en-venta-de-1-dormitorio-en-pocitos-nuevo-montevideo,U$S 169.000Venta,1,1,58 m²,44m²,,,,,,,,,,,Cocina Definida,6,,,,Acepta Mascotas,2025,,,,,Lavadero,58m²,3m,,
https://www.casasymas.com.uy/propiedad/5417-venta-apartamento-3-dormitorios-punta-gorda-rambla-penthouse-parrillero-motivos-de-proteo,U$S 2.090.000Venta,3,3,291 m²,198m²,,Dormitorios de Servicio: 1,,Garaje: 3,U$S 1000,Aire Acondicionado,,,Popiedad Horizontal,3,Cocina Definida,,,Con horario,,,2016,,,Parrillero,Muebles,,,,,
https://www.casasymas.com.uy/propiedad/183560-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 196.000Venta,1,1,,45m²,3m²,,,Garaje: 0,,,Oeste,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/133490-apartamento-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 447.000Venta,3,2,167 m²,113m²,,,Dormitorios en Suite: 1,Garaje: 1,,,,Frente,,,Cocina Definida,,,,,,2024,,Piscina,,,Lavadero,167m²,,,
https://www.casasymas.com.uy/propiedad/183359-venta-apartamento-1-dormitorio-en-pocitos,U$S 160.050Venta,1,1,49.4 m²,42m²,42m²,,,Garaje: 0,UYU 1,,Este,Frente,Popiedad Horizontal,,,,,,,,,,,,,,49m²,,,
https://www.casasymas.com.uy/propiedad/72714-venta-apartamento-2-dormitorios-a-estrenar-aguada-montevideo,U$S 152.675Venta,2,1,,52m²,5m²,,,Garaje: 1,UYU 7000,,,Frente,,,Cocina Definida,1,1,,,,2023,,,,,,,,,
https://www.casasymas.com.uy/propiedad/11452-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 208.000Venta,1,1,32 m²,65m²,,,,,UYU 5000,,,,,,,26,5,,,,2020,,,,,,,,,Patio
https://www.casasymas.com.uy/propiedad/27315-apartamento-en-venta-de-1-dormitorio-con-garage-en-barrio-sur-montevideo,U$S 135.000Venta,1,1,44 m²,35m²,2m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,1,1,,,,2023,,,,,,44m²,,,
https://www.casasymas.com.uy/propiedad/68388-apartamento-en-venta-monoambiente-en-parque-rodo-montevideo,U$S 132.000Venta,Monoambiente,1,41 m²,31m²,9m²,,,,,,Norte,Contrafrente,Popiedad Horizontal,2,Cocina Integrada,14,10,24 horas,Ascensor,Acepta Mascotas,,,,,,Lavadero,,,Jardín,
https://www.casasymas.com.uy/propiedad/88410-apartamento-de-dos-dormitorios-en-venta-en-carrasco-norte-202a,U$S 297.200Venta,2,2,78 m²,78m²,9m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/170997-apartamento-en-venta-con-renta,U$S 250.000Venta,1,1,74 m²,56m²,18m²,,,Garaje: 1,UYU 13200,Losa Electrica,Norte,,,1,Cocina Integrada,2,4,Porteria 24 Horas,Ascensor,Acepta Mascotas,,,Piscina,Parrillero,Muebles,,,,,
https://www.casasymas.com.uy/propiedad/197973-apartamento-de-un-dormitorio-en-venta-en-pocitos-611,U$S 172.000Venta,1,1,40 m²,40m²,2m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/121110-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 118.000Venta,1,1,35 m²,35m²,,,,Garaje: 0,UYU 4000,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/139320-venta-apartamento-2-dormitorios-con-patio-en-pocitos-a-estrenar,U$S 195.142Venta,2,1,79 m²,62m²,17m²,,,,,,Sur,Frente,Popiedad Horizontal,1,Cocina Integrada,3,11,,Ascensor,Acepta Mascotas,2025,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/52029-apartamento-en-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 680.000Venta,3,3,93 m²,93m²,,Dormitorios de Servicio: 1,,Garaje: 2,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/142755-apartamento-en-venta-de-2-dormitorios-en-centro-montevideo,U$S 150.000Venta,2,1,70 m²,65m²,,,,Garaje: 0,UYU 4000,,Este,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/135169-apartamento-de-dos-dormitorios-en-venta-en-carrasco-norte-107,U$S 296.577Venta,2,2,94 m²,94m²,13m²,,,Garaje: 1,UYU 12000,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/85586-venta-apartamento-un-dormitorio-en-pocitos-103,U$S 187.131Venta,1,1,82 m²,82m²,38m²,,,Garaje: 1,,,Norte,,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193182-apartamento-en-alquiler-y-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 850.000Venta,3,4,,254m²,3m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,,,,,,,Cocina Definida,,,,Ascensor,,,,,,Muebles,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/185834-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 199.000Venta,1,1,82 m²,46m²,36m²,,,Cochera: 0,UYU 6000,Losa radiante y previsión de AA,Sur,Contrafrente,,,Cocina Integrada,4,3,24 hs,Ascensor,Acepta Mascotas,2027,,,,,Lavadero,,,Jardín,
https://www.casasymas.com.uy/propiedad/1258-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 225.000Venta,1,1,,26m²,,,,,,,,,Popiedad Horizontal,,,,,,Ascensor,,2023,,,,,,,,,
https://www.casasymas.com.uy/propiedad/83586-apartamento-en-venta-de-2-dormitorios-con-garage-en-cordon-montevideo,U$S 176.500Venta,2,1,55 m²,50m²,2m²,,,Garaje: 1,,,,Frente,,,Cocina Definida,,10,,,,,,,,,,55m²,,,
https://www.casasymas.com.uy/propiedad/28786-apartamento-en-venta-de-2-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 169.400Venta,2,1,65 m²,56m²,3m²,,,Garaje: 1,,,,Frente,,,Cocina Definida,,,,,,2023,,,,,,65m²,,,
https://www.casasymas.com.uy/propiedad/179737-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 121.500Venta,1,1,51.7 m²,38m²,3m²,,,Garaje: 0,,,Sur,,Popiedad Horizontal,,,,,,,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/89999-apartamento-en-venta-de-3-dormitorios-con-garage-en-centro-montevideo,U$S 216.491Venta,3,2,89 m²,80m²,,,,Garaje: 1,UYU 7000,,Norte,Frente,,,,,,,,,,,,,,,9m²,,,
https://www.casasymas.com.uy/propiedad/193578-apartamento-en-venta-de-2-dormitorios-en-centro-montevideo,U$S 149.000Venta,2,1,65.8 m²,59m²,6m²,,,Garaje: 0,,,Este,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/141541-apartamento-en-venta-de-4-dormitorios-en-centro-montevideo,U$S 79.000Venta,4,1,,115m²,,,,,,,Este,Interior,,,,1,,,,Acepta Mascotas,1913,,,,,,124m²,,,
https://www.casasymas.com.uy/propiedad/85569-venta-apartamento-un-dormitorio-en-pocitos-701,U$S 217.730Venta,1,1,46 m²,46m²,4m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/88615-apartamento-monoambiente-en-venta-en-cordon-302,U$S 103.900Venta,Monoambiente,1,31 m²,31m²,3m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/74581-apartamento-en-venta-monoambiente-en-centro-montevideo,U$S 148.082Venta,Monoambiente,1,49.07 m²,,,,,Garaje: 0,,,Este,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/57191-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits,U$S 395.500Venta,3,2,113 m²,86m²,113m²,,,,,,,Contrafrente,,,,1,1,,Ascensor,,1,,Piscina,,,,,,Jardín,
https://www.casasymas.com.uy/propiedad/74518-apartamento-en-venta-monoambiente-en-pocitos-montevideo,U$S 132.000Venta,Monoambiente,1,38 m²,,,,,Garaje: 0,,,Este,Contrafrente,Popiedad Horizontal,,,,1,,,,,1,,,,,,,,
https://www.casasymas.com.uy/propiedad/177576-apartamento-en-venta-de-2-dormitorios-en-carrasco-este-montevideo,U$S 441.000Venta,2,2,116.3 m²,99m²,16m²,,,Garaje: 0,UYU 7321,,Norte,Frente,Popiedad Horizontal,,,,1,Seguridad nocturna,,,,1,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/173061-apartamento-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 545.000Venta,3,2,182.94 m²,156m²,29m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/163559-apartamento-en-venta-de-1-dormitorio-con-garage-en-malvin-montevideo,U$S 180.000Venta,1,1,70 m²,44m²,26m²,,,Garaje: 1,UYU 4000,,,Contrafrente,,,Cocina Definida,,,,,,1,,,,,,70m²,,,
https://www.casasymas.com.uy/propiedad/123384-apartamento-en-venta-de-1-dormitorio-en-parque-rodo-montevideo,U$S 100.000Venta,1,1,40 m²,,,,,,$U 2500,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179780-apartamento-en-venta-de-1-dormitorio-en-parque-rodo-montevideo,U$S 195.000Venta,1,1,60.5 m²,51m²,7m²,,,Garaje: 0,,,Este,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/188012-departamento-en-tres-cruces,U$S 145.000Venta,1,1,,57m²,,,,Garaje: 0,UYU 1,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/132248-apartamento-de-un-dormitorio-en-venta-en-pocitos-nuevo-306,U$S 287.800Venta,1,1,90 m²,90m²,40m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/92371-apartamento-en-venta-monoambiente-con-garage-en-parque-rodo-montevideo,U$S 120.500Venta,Monoambiente,1,36 m²,28m²,3m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,,1,,,,2025,,Piscina,,,,36m²,,,
https://www.casasymas.com.uy/propiedad/75009-apartamento-en-venta-de-1-dormitorio-en-pocitos-nuevo-montevideo,U$S 165.900Venta,1,1,48 m²,40m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/190392-apartamento-en-venta-monoambiente-en-punta-carretas-montevideo,U$S 115.000Venta,Monoambiente,1,39.5 m²,39m²,4m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/195340-apartamento-en-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 269.000Venta,3,2,125 m²,100m²,,,,,UYU 9000,,Norte,Frente,,,Cocina Definida,,,,,Acepta Mascotas,40,,,,,,25m²,,,Patio
https://www.casasymas.com.uy/propiedad/63934-apartamento-en-venta-monoambiente-en-la-blanqueada-montevideo,U$S 102.300Venta,Monoambiente,1,40.78 m²,32m²,5m²,,,Garaje: 0,,,Norte,,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/27902-apartamento-en-venta-de-2-dormitorios-con-garage-en-tres-cruces-montevideo,U$S 198.700Venta,2,1,73 m²,58m²,,,,Garaje: 1,,,,Frente,,,Cocina Definida,,,,,,,,,,,,73m²,,,
https://www.casasymas.com.uy/propiedad/27810-apartamento-en-venta-de-2-dormitorios-en-pocitos-montevideo,U$S 334.500Venta,2,1,,81m²,12m²,,,,,,,Frente,,,Cocina Definida,,1,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/106043-apartamento-en-venta-de-2-dormitorios-en-tres-cruces-montevideo,U$S 188.441Venta,2,1,73 m²,73m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,10,,,,,10,,,,,,,,
https://www.casasymas.com.uy/propiedad/183350-apartamento-en-venta-monoambiente-en-parque-batlle-montevideo,U$S 106.000Venta,Monoambiente,1,46 m²,46m²,,,,Garaje: 0,,,Oeste,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
