url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Balcones,Dormitorios Servicio,Dormitorios Suite,Garage,Gastos Comúnes,Calefacción,Orientación,Disposición,Popiedad Horizontal,Piso,Cocina,Aptos por piso,Pisos Edificio,Seguridad,Ascensor,Acepta Mascotas,Año de Construcción,Plantas,Piscina,Parrillero,Muebles,Lavadero,Superficie Terreno,Altura,Jardín,Patio
https://www.casasymas.com.uy/propiedad/185985-apartamento-en-venta-de-2-dormitorios-en-punta-carretas-montevideo,U$S 279.000Venta,2,2,71 m²,66m²,,,,,,,,,,,Cocina Definida,6,,,,Acepta Mascotas,2023,,,,,Lavadero,71m²,3m,,
https://www.casasymas.com.uy/propiedad/182009-apartamento-en-venta-de-1-dormitorio-con-garage-en-la-blanqueada-montevideo,U$S 143.500Venta,1,1,60 m²,80m²,2m²,,,Garaje: 1,,,Norte,,Popiedad Horizontal,3,Cocina Integrada,5,3,,Ascensor,Acepta Mascotas,2025,,,Parrillero,,Lavadero,,,Jardín,
https://www.casasymas.com.uy/propiedad/174215-apartamento-de-2-dormitorios-en-venta-en-pocitos,U$S 355.000Venta,2,2,80 m²,80m²,4m²,,,Garaje: 1,UYU 7500,,Oeste,Frente,Popiedad Horizontal,,,,,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/198793-monoambiente-con-amenities-premium-en-pocitos-26-de-marzo-y-osorio,U$S 128.180Venta,Monoambiente,1,32.2 m²,27m²,4m²,,,Garaje: 0,$U 3500,,Norte,Frente,Popiedad Horizontal,7,Cocina Integrada,12,,masterson,Ascensor,Acepta Mascotas,2025,,Piscina,Parrillero,Muebles,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/84605-apartamento-de-2-dormitorios-en-venta-con-renta-en-carrasco-1102,U$S 379.500Venta,2,2,118 m²,118m²,4m²,,,Garaje: 1,UYU 16000,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/195848-apartamento-monoambiente-en-venta-en-buceo-606,U$S 103.500Venta,Monoambiente,1,32 m²,32m²,4m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/57768-apartamento-en-venta-de-2-dormitorios-con-garage-en-centro-montevideo,U$S 152.362Venta,2,1,65 m²,59m²,,,,Garaje: 1,,,Norte,,Popiedad Horizontal,,,,,,,,,,,,,,59m²,,,
https://www.casasymas.com.uy/propiedad/151470-venta-de-apartamento-de-4-dormitorios-y-garage-en-pocitos-a-reciclar,U$S 375.000Venta,4,3,,142m²,,,,Garaje: 1,,,Este,Frente,,,Cocina Definida,1,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/148443-apartamento-de-un-dormitorio-en-venta-en-barrio-sur-602,U$S 202.988Venta,1,1,50 m²,50m²,12m²,,,Garaje: 0,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/120330-apartamento-en-venta-de-2-dormitorios-en-parque-rodo-montevideo,U$S 299.500Venta,2,1,90.1 m²,84m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/74232-apartamento-en-venta-monoambiente-en-malvin-montevideo,U$S 133.000Venta,Monoambiente,1,35 m²,32m²,,,,Garaje: 0,,,Este,Frente,Popiedad Horizontal,,,,1,,,,,1,,,,,,,,
https://www.casasymas.com.uy/propiedad/133453-venta-1-dormitorio-con-patio-en-met-rodo-cordon,U$S 170.785Venta,1,1,,57m²,30m²,,,,UYU 4000,,,,,,,,,,,,2024,,,,,,,,,
https://www.casasymas.com.uy/propiedad/190713-apartamento-en-venta-de-1-dormitorio-en-cordon-montevideo,U$S 132.500Venta,1,1,47.8 m²,42m²,3m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/29132-apartamento-en-venta-de-2-dormitorios-con-garage-en-cordon-montevideo,U$S 155.000Venta,2,1,67 m²,50m²,8m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,,,,,,2024,,,,,,67m²,,,
https://www.casasymas.com.uy/propiedad/191913-apartamento-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 1.150.000Venta,4,6,463 m²,333m²,130m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,UYU 60000,,Sur,Frente,Popiedad Horizontal,10,Cocina Definida,2,10,,Ascensor,Acepta Mascotas,1968,,Piscina,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/137284-venta-apartamento-dos-dormitorios-en-centro-708,U$S 208.000Venta,2,1,68 m²,68m²,7m²,,,Garaje: 1,UYU 5000,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/198728-apartamento-en-venta-de-4-dormitorios-en-prado-montevideo,U$S 169.000Venta,4,2,87 m²,85m²,,,,,,,,,,,,,,,,,1968,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/119435-apartamento-en-venta-de-2-dormitorios-en-buceo-montevideo,U$S 302.756Venta,2,2,81 m²,77m²,,,,,UYU 6000,,,,,,Cocina Definida,,,,,,,,Piscina,,,,81m²,,,
https://www.casasymas.com.uy/propiedad/124401-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 210.230Venta,1,1,61 m²,47m²,10m²,,,,,,,Contrafrente,,,Cocina Definida,8,18,,,,2027,,,,,,61m²,,,
https://www.casasymas.com.uy/propiedad/190562-apartamento-en-venta-de-2-dormitorios-en-pocitos-montevideo,U$S 265.200Venta,2,2,70.44 m²,66m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/199906-apartamento-en-venta-de-1-dormitorio-en-barrio-sur-montevideo,U$S 128.000Venta,1,1,45.71 m²,34m²,2m²,,,Garaje: 0,UYU 3480,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/106609-apartamento-2-dormitorios-en-venta-en-la-blanqueada-811a,U$S 190.400Venta,2,1,59 m²,59m²,4m²,,,Garaje: 1,,,Este,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/128165-apartamento-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 170.000Venta,3,2,80 m²,80m²,,,,,UYU 4300,,Norte,Frente,Popiedad Horizontal,2,Cocina Definida,,9,,Ascensor,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/174543-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 160.850Venta,1,1,46 m²,38m²,,,,,,,,,,,Cocina Definida,10,,,,Acepta Mascotas,2026,,,,,,46m²,3m,,
https://www.casasymas.com.uy/propiedad/28593-apartamento-en-venta-monoambiente-con-garage-en-buceo-montevideo,U$S 114.000Venta,Monoambiente,1,32 m²,28m²,4m²,,,Garaje: 1,,,,Frente,,,Cocina Definida,,4,,,,2023,,,,,,32m²,,,
https://www.casasymas.com.uy/propiedad/28880-apartamento-en-venta-de-1-dormitorio-con-garage-en-tres-cruces-montevideo,U$S 156.900Venta,1,1,54 m²,38m²,36m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,,,,,,,,,,,,54m²,,,
https://www.casasymas.com.uy/propiedad/151926-oferta-venta-en-brazo-oriental-2-dormitorios-creca-del-nuevo-centro-shopping,U$S 95.000Venta,2,1,60 m²,60m²,,,,,$U 3300,,,Interior,,,Cocina Definida,,,,,,,,,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/121474-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 131.600Venta,1,1,66.47 m²,43m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/191884-apartamento-en-venta-de-2-dormitorios-en-barrio-sur-montevideo,U$S 158.500Venta,2,1,67 m²,59m²,,,,,UYU 2300,,Norte,Interior,,,Cocina Definida,,,,,,1995,,,,,,8m²,,Jardín,Patio
https://www.casasymas.com.uy/propiedad/89934-apartamento-en-venta-de-2-dormitorios-con-garage-en-aguada-montevideo,U$S 152.676Venta,2,1,58 m²,54m²,,,,Garaje: 1,UYU 7000,,Este,Contrafrente,,,Cocina Definida,,,,,,2024,,,,,,4m²,,,
https://www.casasymas.com.uy/propiedad/188026-venta-apartamento-de-2-dormitorios-en-parque-batlle,U$S 163.104Venta,2,1,80 m²,76m²,4m²,,,Garaje: 0,UYU 1,,Oeste,Frente,Popiedad Horizontal,,,,,,,,,,,,,,80m²,,,
https://www.casasymas.com.uy/propiedad/177051-apartamento-en-venta-de-2-dormitorios-en-cordon-montevideo,U$S 187.800Venta,2,1,76 m²,64m²,,,,Garaje: 0,,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179067-apartamento-en-venta-de-3-dormitorios-con-garage-en-malvin-montevideo,U$S 335.000Venta,3,2,87 m²,80m²,,,,Garaje: 1,UYU 15000,,Sur,Frente,,,Cocina Definida,,,,,Acepta Mascotas,1,,,,,,7m²,,Jardín,
https://www.casasymas.com.uy/propiedad/126010-apartamento-en-venta-de-4-dormitorios-en-puerto-del-buceo-montevideo,U$S 1.540.000Venta,4,6,335 m²,294m²,41m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 4,Garaje: 3,UYU 53000,losa,,Frente,,2,Cocina Definida,1,5,Vigilancia 24 hs,Ascensor,,1996,,Piscina,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/140243-apartamento-en-venta-de-1-dormitorio-en-cordon-montevideo,U$S 131.200Venta,1,1,49.35 m²,35m²,,,,Garaje: 0,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/138956-apartamento-en-venta-de-1-dormitorio-en-union-montevideo,U$S 120.000Venta,1,1,53 m²,48m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,1,,,,,1,,,,,,,,
https://www.casasymas.com.uy/propiedad/181978-apartamento-en-venta-de-2-dormitorios-en-cordon-montevideo,U$S 169.700Venta,2,1,91.4 m²,91m²,30m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,11,,,,,11,,Parrillero,,,91m²,,,
https://www.casasymas.com.uy/propiedad/183598-apartamento-2-dormitorios-frente-al-mar-malvin-lyra-804,U$S 594.000Venta,2,3,148 m²,148m²,148m²,,,Garaje: 2,UYU 21600,,,Frente,,,Cocina Definida,,1,,Ascensor,Acepta Mascotas,1,,Piscina,,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/55107-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 137.268Venta,1,1,54.43 m²,42m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/196050-apartamento-en-venta-de-1-dormitorio-con-garage-en-buceo-montevideo,U$S 130.989Venta,1,1,46 m²,39m²,,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,4,,,,,4,Piscina,,,,46m²,,,
https://www.casasymas.com.uy/propiedad/188892-apartamento-en-venta-de-1-dormitorio-con-garage-en-punta-carretas-montevideo,U$S 157.950Venta,1,1,43 m²,,4m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,,1,,,,1,,,,,,43m²,,,
https://www.casasymas.com.uy/propiedad/154445-apartamento-en-venta-monoambiente-en-cordon-montevideo,U$S 97.200Venta,Monoambiente,1,33.65 m²,30m²,3m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/182827-apartamento-en-alquiler-y-venta-de-1-dormitorio-con-garage-en-cordon-montevideo,U$S 158.000Venta,1,1,43 m²,40m²,3m²,,,Garaje: 1,UYU 3500,,Sur,Frente,Popiedad Horizontal,4,Cocina Integrada,7,10,,Ascensor,Acepta Mascotas,2023,,,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/103737-apartamento-en-venta-de-2-dormitorios-en-la-blanqueada-montevideo,U$S 176.218Venta,2,1,68.84 m²,53m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/111020-venta-apartamento-2-dormitorios-tres-cruces-mburucuya-y-goes-ed-d3-cruces-con-patio-estrena,U$S 202.125Venta,2,1,83 m²,64m²,19m²,,,,,Previsión para aire acondicionado,,Frente,Popiedad Horizontal,1,Cocina Integrada,,,CCTV,Ascensor,,2025,,,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/167883-apartamento-de-un-dormitorio-en-venta-en-pocitos-304,U$S 217.000Venta,1,1,61 m²,61m²,10m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/113262-apartamento-en-venta-de-2-dormitorios-en-parque-rodo-montevideo,U$S 274.500Venta,2,1,90.5 m²,84m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/57176-venta-de-apartamento-de-3-dormitorios-en-carrasco-brits,U$S 677.100Venta,3,2,266 m²,120m²,266m²,,,,,,Norte,Frente,,,,1,1,,Ascensor,,1,,Piscina,,,,,,Jardín,
https://www.casasymas.com.uy/propiedad/189001-vendo-amplio-apartamento-atahualpa,U$S 113.000Venta,1,1,90 m²,70m²,,,,,,,,Frente,,,Cocina Definida,1,,,,,,,,,,Lavadero,90m²,,,
https://www.casasymas.com.uy/propiedad/88446-venta-apartamento-monoambiente-en-palermo-814,U$S 112.900Venta,Monoambiente,1,30 m²,30m²,2m²,,,Garaje: 1,,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/195048-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 306.000Venta,1,1,85.5 m²,77m²,9m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/194934-venta-de-apartamento-de-2-dormitorios-en-palermo,U$S 184.900Venta,2,1,59.8 m²,54m²,54m²,,,,UYU 5500,,Sur,Interior,,,,1,1,,Ascensor,,1,,,,,,,,,
https://www.casasymas.com.uy/propiedad/160180-apartamento-en-venta-de-2-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 384.800Venta,2,1,94 m²,84m²,,,,Garaje: 1,,,,,,,Cocina Definida,1,,,,Acepta Mascotas,1,,,,,,94m²,3m,,
https://www.casasymas.com.uy/propiedad/193427-venta-apartamento-de-2-dormitorios-en-cordon,U$S 189.000Venta,2,1,66 m²,66m²,5m²,,,Garaje: 0,,,Norte,,Popiedad Horizontal,,,,,,,,,,,,,,66m²,,,
https://www.casasymas.com.uy/propiedad/161542-apartamento-en-venta-de-3-dormitorios-en-pocitos-montevideo,U$S 690.000Venta,3,3,258 m²,157m²,,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,UYU 27000,,,,,,Cocina Definida,3,,,,Acepta Mascotas,2007,,,,,Lavadero,258m²,3m,,Patio
https://www.casasymas.com.uy/propiedad/27969-apartamento-en-venta-monoambiente-con-garage-en-palermo-montevideo,U$S 118.900Venta,Monoambiente,1,32 m²,,,,,Garaje: 1,,,,Frente,,,Cocina Definida,,,,,,2024,,,,,,32m²,,,
https://www.casasymas.com.uy/propiedad/195339-apartamento-en-venta-de-3-dormitorios-en-parque-rodo-montevideo,U$S 269.000Venta,3,2,125 m²,100m²,,,,,UYU 9000,,Norte,Frente,,,Cocina Definida,,,,,Acepta Mascotas,40,,,,,,25m²,,,Patio
https://www.casasymas.com.uy/propiedad/105608-apartamento-en-venta-de-2-dormitorios-en-tres-cruces-montevideo,U$S 178.970Venta,2,1,41.58 m²,38m²,,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,5,,,,,5,,,,,,,,
https://www.casasymas.com.uy/propiedad/83913-apartamento-en-venta-de-2-dormitorios-en-parque-rodo-montevideo,U$S 346.500Venta,2,2,101.67 m²,92m²,12m²,,,Garaje: 0,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/48774-venta-apartamento-1-dormitorio-punta-carretas,U$S 225.600Venta,1,1,58 m²,35m²,58m²,,,,,,Norte,Frente,,,,1,1,,Ascensor,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/14701-apartamento-en-venta-de-2-dormitorios-con-garage-en-pocitos-montevideo,U$S 368.000Venta,2,2,97 m²,76m²,,,Dormitorios en Suite: 1,Garaje: 1,,,,,,,Cocina Definida,,,,,,,,Piscina,,,,97m²,,,
https://www.casasymas.com.uy/propiedad/193934-venta-apartamento-de-2-dormitorios-en-tres-cruces,U$S 189.525Venta,2,1,69 m²,64m²,64m²,,,,UYU 5900,,,Frente,,,,,1,,Ascensor,,1,,,,,,,,,
https://www.casasymas.com.uy/propiedad/149612-apartamento-en-venta-de-1-dormitorio-en-palermo-montevideo,U$S 136.160Venta,1,1,47 m²,42m²,2m²,,,Garaje: 0,,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/75240-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 131.500Venta,1,1,106.38 m²,48m²,,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/152016-se-vende-apartamento-de-3-dor-centro,U$S 248.514Venta,3,2,,,,,,,,,,Frente,,,Cocina Definida,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/190823-apartamento-en-venta-monoambiente-en-centro-montevideo,U$S 177.000Venta,Monoambiente,1,57 m²,44m²,,,,Garaje: 0,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/98424-apartamento-en-venta-de-4-dormitorios-con-garage-en-punta-carretas-montevideo,U$S 980.000Venta,4,5,260 m²,236m²,24m²,,Dormitorios en Suite: 4,Garaje: 1,,,Sur,Frente,Popiedad Horizontal,1,Cocina Integrada,3,11,,Ascensor,Acepta Mascotas,2024,,Piscina,Parrillero,,Lavadero,,,Jardín,
https://www.casasymas.com.uy/propiedad/137099-venta-apartamento-dos-dormitorios-en-la-blanqueada-1008,U$S 137.672Venta,1,1,54 m²,54m²,5m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/183303-apartamento-en-venta-de-1-dormitorio-en-carrasco-este-montevideo,U$S 179.000Venta,1,1,57 m²,57m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/181798-apartamento-en-venta-1-dormitorio-punta-carretas,U$S 176.000Venta,1,1,44.9 m²,45m²,5m²,,,Garaje: 0,UYU 1,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,44m²,,,
https://www.casasymas.com.uy/propiedad/132702-apartamento-de-dos-dormitorios-en-venta-en-parque-batlle-808,U$S 167.300Venta,2,1,64 m²,64m²,3m²,,,Garaje: 1,,,Sur,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/196191-apartamento-en-venta-de-1-dormitorio-en-la-blanqueada-montevideo,U$S 132.540Venta,1,1,52.4 m²,46m²,6m²,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/100721-apartamento-en-venta-de-2-dormitorios-en-pocitos-montevideo,U$S 276.700Venta,2,2,99.16 m²,74m²,,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/39200-apartamento-en-venta-de-1-dormitorio-en-punta-carretas-montevideo,U$S 206.000Venta,1,1,51 m²,51m²,5m²,,,Garaje: 0,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/185405-venta-fabuloso-ambiente-al-nor-oeste-destacadas-calidades,U$S 120.000Venta,Monoambiente,1,31 m²,31m²,,,,,UYU 1,aires acondicionados,,Frente,Popiedad Horizontal,1,Cocina Integrada,,,CCTV,Ascensor,Acepta Mascotas,2022,,,Parrillero,Muebles,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/187722-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo,U$S 205.000Venta,1,1,55 m²,55m²,,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/199508-apartamento-en-venta-de-1-dormitorio-en-tres-cruces-montevideo,U$S 124.500Venta,1,1,41.62 m²,39m²,,,,,,,Norte,Contrafrente,,,Cocina Definida,,,,,Acepta Mascotas,,,,,,,2m²,,,
https://www.casasymas.com.uy/propiedad/193112-venta-apartamento-de-2-dormitorios-en-pocitos,U$S 241.500Venta,2,2,71.3 m²,71m²,3m²,,,Garaje: 0,,,Este,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,71m²,,,
https://www.casasymas.com.uy/propiedad/14584-apartamento-en-venta-monoambiente-en-punta-carretas-montevideo,U$S 145.000Venta,Monoambiente,1,45 m²,45m²,,,,,$U 2500,,,,Popiedad Horizontal,,Cocina Integrada,,,,Ascensor,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/85836-venta-apartamento-un-dormitorio-en-palermo-304,U$S 129.900Venta,1,1,44 m²,44m²,,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193712-apartamento-en-venta-de-1-dormitorio-con-garage-en-la-blanqueada-montevideo,U$S 121.053Venta,1,1,60 m²,33m²,18m²,,,Garaje: 1,,,,Frente,,,Cocina Definida,,,,,,,,,,,,60m²,,,
https://www.casasymas.com.uy/propiedad/106824-apartamento-de-dos-dormitorios-en-venta-en-punta-carretas-801,U$S 295.000Venta,2,1,70.5 m²,70m²,4m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/186138-apartamento-en-venta-de-1-dormitorio-en-cordon-montevideo,U$S 105.000Venta,1,1,50 m²,50m²,,,,,UYU 4000,,Norte,Frente,,,Cocina Definida,1,,,,,,,,,,,50m²,,,
https://www.casasymas.com.uy/propiedad/172492-apartamento-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 580.000Venta,3,3,160 m²,140m²,20m²,,Dormitorios en Suite: 1,Garaje: 2,,losa electrica,Este,Frente,,,Cocina Definida,,,,Ascensor,,2000,,Piscina,Parrillero,,,,,,
https://www.casasymas.com.uy/propiedad/193710-apartamento-de-3-dormitorios-en-venta-en-carrasco-norte-c202,U$S 870.000Venta,3,3,216 m²,216m²,40m²,,,Garaje: 1,,,Oeste,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/87794-apartamento-monoambiente-en-venta-en-la-blanqueada-408,U$S 116.400Venta,Monoambiente,1,33 m²,33m²,2m²,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/197973-apartamento-de-un-dormitorio-en-venta-en-pocitos-611,U$S 172.000Venta,1,1,40 m²,40m²,2m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/84187-apartamento-en-venta-monoambiente-en-pocitos-montevideo,U$S 157.317Venta,Monoambiente,1,41.49 m²,37m²,3m²,,,Garaje: 0,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/83178-apartamento-en-venta-de-2-dormitorios-en-centro-montevideo,U$S 163.600Venta,2,1,76.61 m²,50m²,,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/133044-apartamento-en-venta-de-1-dormitorio-en-palermo-montevideo,U$S 135.100Venta,1,1,,44m²,,,,,,,,Frente,,5,,4,10,,,,2024,,,,,,,,,
https://www.casasymas.com.uy/propiedad/136062-apartamento-en-venta-de-1-dormitorio-en-carrasco-este-montevideo,U$S 162.000Venta,1,1,52 m²,40m²,,,,,,,,,,,Cocina Integrada,,,,Ascensor,Acepta Mascotas,,,Piscina,Parrillero,,Lavadero,,,,
https://www.casasymas.com.uy/propiedad/84815-apartamento-de-2-dormitorios-en-venta-en-malvin,U$S 320.000Venta,2,1,140 m²,140m²,46m²,,,Garaje: 1,,,Sur,Frente,Popiedad Horizontal,,,,,,,,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/124474-apartamento-de-un-dormitorio-en-venta-en-cordon-501,U$S 119.900Venta,1,1,42 m²,42m²,5m²,,,Garaje: 1,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/164122-venta-apartamento-2-dormitorios-tres-cruces,U$S 156.000Venta,2,1,58.79 m²,56m²,56m²,,,,UYU 5500,,,Contrafrente,,,Cocina Definida,,1,,Ascensor,Acepta Mascotas,,,Piscina,,,,,,,
https://www.casasymas.com.uy/propiedad/82335-venta-monoambiente-para-inversion-con-renta-parque-batlle-montevideo,U$S 94.000Venta,Monoambiente,1,44 m²,24m²,,,,,UYU 1800,,Oeste,Frente,,,Cocina Definida,1,1,,,,2010,,,,,,44m²,,,
https://www.casasymas.com.uy/propiedad/60269-apartamento-en-venta-monoambiente-con-garage-en-centro-montevideo,U$S 115.425Venta,Monoambiente,1,51 m²,,,,,Garaje: 1,,,Norte,Frente,Popiedad Horizontal,,,,,,,,,,,,,,51m²,,,
https://www.casasymas.com.uy/propiedad/93726-apartamento-en-venta-de-1-dormitorio-con-garage-en-parque-rodo-montevideo,U$S 193.000Venta,1,1,52 m²,42m²,9m²,,,Garaje: 1,,,,Contrafrente,,,Cocina Definida,,1,,,,2025,,Piscina,,,,52m²,,,
https://www.casasymas.com.uy/propiedad/34323-apartamento-en-venta-de-1-dormitorio-en-tres-cruces-montevideo,U$S 131.010Venta,1,,55 m²,44m²,,,Dormitorios en Suite: 1,,UYU 3500,,,Frente,,,Cocina Definida,8,10,,,,2023,,Piscina,,,,55m²,,,
https://www.casasymas.com.uy/propiedad/102117-apartamento-en-venta-de-2-dormitorios-en-pocitos-montevideo,U$S 259.567Venta,2,2,153.02 m²,87m²,13m²,,,Garaje: 0,,,Norte,Contrafrente,Popiedad Horizontal,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/168377-apartamento-en-venta-monoambiente-en-parque-batlle-montevideo,U$S 100.100Venta,Monoambiente,1,37 m²,30m²,4m²,,,,,,Norte,Frente,,,Cocina Definida,,,,,,,,,,,,37m²,,,
