url,precio,Dormitorios,Baños,Superficie,Superficie Construida,Superficie Terreno,Dormitorios Servicio,Dormitorios Suite,Garage,Parrillero,Calefacción,Orientación,Plantas,Cocina,Año de Construcción,Jardín,Acepta Mascotas,Superficie Balcones,Propiedad Horizontal,Seguridad,Piscina,Gastos Comúnes,Altura,Aptos por piso,Disposición,Muebles,Patio,Pisos Edificio,Lavadero,Piso
https://www.casasymas.com.uy/propiedad/158908-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 1.300.000Venta,3,3,519 m²,223m²,519m²,,Dormitorios en Suite: 1,Garaje: 3,,,,,Cocina Definida,1950,Jardín,,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/165497-espectacular-casa-en-venta-en-carrasco,U$S 1.400.000Venta,5,4,550 m²,550m²,1227m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 2,Garaje: 3,Parrillero,Gas,Norte,2,Cocina Definida,1930,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/153685-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 550.000Venta,3,3,183 m²,153m²,750m²,,Dormitorios en Suite: 1,Cochera: 3,Parrillero,Estufa a leña,Norte,1,Cocina Integrada,,Jardín,,30m²,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/200647-casa-en-venta-de-3-dormitorios-en-san-nicolas-montevideo,U$S 990.000Venta,3,5,657 m²,280m²,657m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 4,,,,,Cocina Definida,2020,,Acepta Mascotas,,,,Piscina,UYU 12000,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/203595-venta-padron-unico-casa-3-dormitorio-3-banos-terrazas-y-gge,U$S 425.000Venta,3,3,145 m²,145m²,,,Dormitorios en Suite: 1,Garaje: 1,Parrillero,AIRES ACONDICIONADOS,Norte,2,Cocina Definida,1960,,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/142850-casa-en-venta-de-3-dormitorios-en-prado-montevideo,U$S 172.000Venta,3,1,103 m²,80m²,23m²,,,Garaje: 2,,,Sur,,Cocina Definida,2005,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/181914-venta-casa-de-categoria-en-parque-batlle,U$S 870.000Venta,7,5,420 m²,420m²,210m²,Dormitorios de Servicio: 1,,Garaje: 1,Parrillero,,Norte,3,Cocina Definida,1946,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/151503-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 395.000Venta,3,3,304 m²,192m²,1651m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 1,Parrillero,,Oeste,1,Cocina Definida,1995,Jardín,,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/193176-venta-casa-3-dormitorios-carrasco-norte-housing-aires-plaza,U$S 385.000Venta,3,3,207.4 m²,114m²,,,Dormitorios en Suite: 1,Cochera: 2,Parrillero,Losa Radiante y estufa alto rendimiento,,2,Cocina Integrada,2024,Jardín,Acepta Mascotas,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/150205-casa-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 320.000Venta,3,1,110 m²,222m²,332m²,,,,,,,,,1960,,,,,,,,,,,,,1,,
https://www.casasymas.com.uy/propiedad/203571-venta-casa-de-3-dormitorios-a-estrenar-en-carrasco,U$S 576.900Venta,3,3,226 m²,145m²,,,,,Parrillero,,,2,Cocina Integrada,,Jardín,Acepta Mascotas,81m²,Propiedad Horizontal,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/164700-casa-en-venta-de-3-dormitorios-en-cerrito-de-la-victoria-montevideo,U$S 127.000Venta,3,1,270 m²,55m²,270m²,,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1,,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/90763-casa-en-venta-de-2-dormitorios-en-parque-batlle-montevideo,U$S 140.000Venta,2,1,60 m²,60m²,,,,,,"Estufa, previsión para aire acondicionado",Sur,1,Cocina Definida,,,Acepta Mascotas,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/208262-casa-en-venta-de-6-dormitorios-con-garage-en-carrasco-montevideo,U$S 5.000.000Venta,6,9,1185 m²,748m²,1185m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 6,Garaje: 1,,,Oeste,,Cocina Definida,1936,,,,,,Piscina,,,,Frente,Muebles,,,Lavadero,
https://www.casasymas.com.uy/propiedad/208201-casa-en-venta-de-4-dormitorios-en-punta-gorda-montevideo,U$S 375.000Venta,4,3,290 m²,190m²,290m²,,,,,,Oeste,,Cocina Definida,,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/79956-casa-en-venta-de-3-dormitorios-con-garage-en-malvin-norte-montevideo,U$S 99.000Venta,3,3,315 m²,,600m²,,,Garaje: 1,,,Norte,1,,,,,,,,,,,,Frente,,,1,,
https://www.casasymas.com.uy/propiedad/171058-casa-en-venta-de-3-dormitorios-en-la-comercial-montevideo,U$S 104.000Venta,3,1,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/189257-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 265.000Venta,3,2,190 m²,156m²,190m²,,Dormitorios en Suite: 1,Garaje: 1,,,,,Cocina Definida,1,,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/183528-venta-de-casa-en-pocitos-5-dormitorios-y-garage,U$S 450.000Venta,5,4,275 m²,230m²,275m²,,Dormitorios en Suite: 1,Garaje: 3,Parrillero,,Oeste,2,Cocina Definida,1985,Jardín,Acepta Mascotas,60m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/181637-casa-en-venta-de-4-dormitorios-en-perez-castellanos-montevideo,U$S 345.000Venta,4,3,728 m²,180m²,,,,Garaje: 0,Parrillero,,,,Cocina Definida,1965,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/159205-casa-en-venta-de-3-dormitorios-con-garage-en-conciliacion-montevideo,U$S 85.000Venta,3,2,435 m²,120m²,435m²,,,Garaje: 1,,,,,Cocina Definida,1950,Jardín,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/173134-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 379.000Venta,3,3,285 m²,94m²,250m²,,,Garaje: 1,,,Norte,,,1982,,,285m²,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/146586-casa-en-venta-de-2-dormitorios-en-brazo-oriental-montevideo,U$S 175.000Venta,2,2,300 m²,300m²,,,,Cochera: 2,Parrillero,,,1,Cocina Definida,1974,Jardín,,,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/208135-casa-en-venta-de-4-dormitorios-con-garage-en-malvin-montevideo,U$S 350.000Venta,4,3,,165m²,,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 1,,,Este,,Cocina Definida,,,,,,,,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/157283-casa-en-venta-de-3-dormitorios-en-la-comercial-montevideo,U$S 121.500Venta,3,2,134 m²,134m²,,Dormitorios de Servicio: 2,,,Parrillero,,Norte,2,Cocina Definida,1923,,,100m²,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/158949-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 790.000Venta,4,4,777 m²,361m²,777m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 2,Garaje: 4,,,,,Cocina Definida,1,,,,,,Piscina,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/194668-casa-en-venta-de-3-dormitorios-con-garage-en-palermo-montevideo,U$S 230.000Venta,3,2,90 m²,90m²,35m²,,,Garaje: 1,,,Oeste,2,,,,,,,,,,,,,,,2,,
https://www.casasymas.com.uy/propiedad/133070-casa-en-venta-de-6-dormitorios-en-jacinto-vera-montevideo,U$S 2.600.000Venta,6,5,571 m²,571m²,4488m²,Dormitorios de Servicio: 1,,Garaje: 2,,,Sur,2,,,,,,,,,,,,Frente,,,2,,
https://www.casasymas.com.uy/propiedad/203597-casa-en-venta-de-3-dormitorios-con-garage-en-puerto-del-buceo-montevideo,U$S 390.000Venta,3,2,,,,,,Garaje: 1,Parrillero,,Sur,2,Cocina Definida,1940,Jardín,Acepta Mascotas,,Propiedad Horizontal,"CCTV, alarma",,,,,,,,,,
https://www.casasymas.com.uy/propiedad/96874-casa-en-alquiler-y-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 1.100.000Venta,3,3,1296 m²,456m²,1296m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,Parrillero,Radiadores a gas,Norte,2,Cocina Definida,1975,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/192155-venta-con-renta-a-metros-del-mar-2-dormitorios-patio-y-jardin,U$S 360.000Venta,2,2,290 m²,186m²,290m²,,,Cochera: 1,,,Sur,1,Cocina Definida,,Jardín,,,Propiedad Horizontal,rejas,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/204175-casa-en-venta-de-2-dormitorios-con-garage-en-prado-montevideo,U$S 169.000Venta,2,1,,85m²,199m²,,,Garaje: 1,,,Norte,1,,,,,,,,,,,,,,,1,,
https://www.casasymas.com.uy/propiedad/195228-casa-en-venta-de-2-dormitorios-en-la-blanqueada-montevideo,U$S 200.000Venta,2,1,89 m²,89m²,210m²,,,Garaje: 2,,,Oeste,1,,,,,,,,,,,,Frente,,,1,,
https://www.casasymas.com.uy/propiedad/158904-casa-en-venta-de-1-dormitorio-en-parque-batlle-montevideo,U$S 185.000Venta,1,1,85 m²,65m²,85m²,,,,,,,,Cocina Definida,1943,,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/199360-casa-en-venta-de-5-dormitorios-en-punta-gorda-montevideo,U$S 599.000Venta,5,4,376 m²,270m²,376m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 2,Parrillero,,,2,,,,,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/179552-casa-en-venta-de-8-dormitorios-en-parque-rodo-montevideo,U$S 296.000Venta,8,5,400 m²,400m²,400m²,,,Cochera: 6,Parrillero,,Oeste,2,,1960,,Acepta Mascotas,400m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/184930-casa-en-venta-de-3-dormitorios-con-garage-en-pocitos-montevideo,U$S 320.000Venta,3,2,127 m²,115m²,12m²,,,Garaje: 1,,,Norte,,Cocina Definida,1,,Acepta Mascotas,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/193877-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 530.000Venta,3,3,123 m²,109m²,123m²,,Dormitorios en Suite: 1,Garaje: 1,,,,,Cocina Definida,2025,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/144722-casa-en-venta-de-4-dormitorios-en-brazo-oriental-montevideo,U$S 387.000Venta,4,3,267 m²,267m²,,,,Cochera: 3,Parrillero,,Este,1,Cocina Definida,1953,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/118318-casa-en-venta-de-4-dormitorios-con-garage-en-prado-montevideo,U$S 385.000Venta,4,2,260 m²,180m²,260m²,,,Garaje: 1,,,,,Cocina Definida,1,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/178621-venta-casa-de-3-dormitorios-en-malvin-con-garage-y-jardin,U$S 550.000Venta,3,3,437 m²,325m²,437m²,Dormitorios de Servicio: 1,,Garaje: 5,Parrillero,,Este,,Cocina Definida,1967,Jardín,Acepta Mascotas,112m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/186948-casa-en-venta-de-3-dormitorios-en-la-blanqueada-montevideo,U$S 210.000Venta,3,2,94 m²,105m²,94m²,,,,,,Este,,Cocina Definida,,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/115041-casa-en-venta-de-3-dormitorios-en-prado-montevideo,U$S 170.000Venta,3,1,,121m²,121m²,,,Garaje: 0,Parrillero,,Norte,2,,,,,20m²,,,,,,,Frente,,,2,,
https://www.casasymas.com.uy/propiedad/162408-venta-casa-3-dormitorios-y-garage-en-punta-carretas,U$S 348.000Venta,3,1,216 m²,194m²,216m²,,,Garaje: 1,,,,,Cocina Definida,1,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/159576-casa-en-venta-de-3-dormitorios-en-maronas-montevideo,U$S 125.000Venta,3,2,350 m²,206m²,350m²,,,,,,,,Cocina Definida,1941,Jardín,,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/87107-casa-de-dos-dormitorios-en-venta-en-jardines-del-hipodromo,U$S 70.000Venta,2,1,95 m²,49m²,,,,Garaje: 1,,,Norte,1,,,,,,,,,,,,Frente,,,1,,
https://www.casasymas.com.uy/propiedad/206870-casa-en-venta-de-3-dormitorios-en-maronas,U$S 105.000Venta,3,1,115 m²,90m²,,,,,,,Este,,Cocina Definida,1978,,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/178424-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 298.000Venta,2,3,105 m²,85m²,105m²,,Dormitorios en Suite: 2,Garaje: 1,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/183037-venta-casa-de-3-dormitorios-en-brazo-oriental-terreno,U$S 220.000Venta,3,1,230 m²,138m²,230m²,,,Garaje: 1,,,Este,2,Cocina Definida,1943,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/129382-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 795.000Venta,3,4,,276m²,680m²,,Dormitorios en Suite: 1,Cochera: 1,,,,2,Cocina Definida,,Jardín,Acepta Mascotas,28m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/186052-casa-en-venta-de-4-dormitorios-en-punta-carretas-montevideo,U$S 1.490.000Venta,4,5,405 m²,390m²,405m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 2,Garaje: 6,,,,,Cocina Definida,2000,Jardín,,,,,Piscina,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/163865-venta-casa-excepcional-de-4-dormitorios-garage-y-espacio-verde-en-punta-carretas,U$S 2.000.000Venta,4,7,449 m²,534m²,449m²,,Dormitorios en Suite: 3,Garaje: 1,,,Oeste,,Cocina Definida,1998,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/196272-casa-en-venta-de-4-dormitorios-en-pocitos-nuevo-montevideo,U$S 735.000Venta,4,4,400 m²,200m²,200m²,,,Garaje: 2,,,Norte,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,Piscina,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/178093-duplex-2-dormitorios-y-2-banos-a-estrenar,U$S 12.000Venta,2,2,67 m²,67m²,,,,,,,,,,2024,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/175594-venta-de-casa-en-barrio-union,U$S 145.000Venta,3,1,408 m²,198m²,408m²,,,,,,Oeste,,Cocina Definida,1930,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/127662-casa-en-venta-de-3-dormitorios-con-garage-en-bella-vista-montevideo,U$S 380.000Venta,3,4,340 m²,,280m²,,,Garaje: 1,,,Oeste,3,,,,,,,,,,,,Frente,,,3,,
https://www.casasymas.com.uy/propiedad/188367-casa-en-venta-de-8-dormitorios-en-larranaga-montevideo,U$S 398.000Venta,8,3,324 m²,270m²,324m²,,,,Parrillero,Aire acondicionado,Este,1,Cocina Definida,1957,,Acepta Mascotas,,,,,,,,,Muebles,,,,
https://www.casasymas.com.uy/propiedad/90805-casa-en-venta-de-3-dormitorios-con-garage-en-buceo-montevideo,U$S 275.000Venta,3,3,157 m²,157m²,,,,Garaje: 1,Parrillero,estufa,Este,2,Cocina Definida,1933,Jardín,Acepta Mascotas,30m²,Propiedad Horizontal,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/173939-casa-en-venta-de-2-dormitorios-en-sayago-montevideo,U$S 104.000Venta,2,1,78 m²,,78m²,,,Garaje: 0,,,Norte,1,,,,,,,,,,,,,,,1,,
https://www.casasymas.com.uy/propiedad/151493-venta-casa-de-3-dormitorios-y-parrillero-en-aguada,U$S 120.000Venta,3,1,95 m²,95m²,95m²,,,,,,,,Cocina Definida,,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/202014-casa-en-venta-de-5-dormitorios-en-puerto-del-buceo-montevideo,U$S 1.290.000Venta,5,3,339 m²,346m²,339m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 2,Cochera: 3,,,,3,,,,,10m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/81371-casa-en-venta-en-carrasco-sur-ref-9221,U$S 1.350.000Venta,4,5,,306m²,500m²,,,Garaje: 2,,,,,,2025,Jardín,,,,,Piscina,,,,,,,1,Lavadero,
https://www.casasymas.com.uy/propiedad/79956-casa-en-venta-de-3-dormitorios-con-garage-en-malvin-norte-montevideo,U$S 99.000Venta,3,3,315 m²,,600m²,,,Garaje: 1,,,Norte,1,,,,,,,,,,,,Frente,,,1,,
https://www.casasymas.com.uy/propiedad/167228-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 660.000Venta,3,3,1072 m²,124m²,1072m²,,Dormitorios en Suite: 1,Garaje: 2,,,,,Cocina Definida,1970,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/204791-casa-en-venta-de-3-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 245.000Venta,3,2,64 m²,64m²,,,,Garaje: 1,,,Sur,,Cocina Definida,1956,,Acepta Mascotas,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/155126-casa-en-venta-de-2-dormitorios-con-garage-en-montevideo,U$S 245.000Venta,2,3,552 m²,239m²,,Dormitorios de Servicio: 1,,Garaje: 1,Parrillero,,Sur,1,Cocina Definida,49,Jardín,Acepta Mascotas,,,,,,,,,Muebles,,,,
https://www.casasymas.com.uy/propiedad/159938-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 233.000Venta,2,2,82 m²,67m²,82m²,,,Garaje: 1,,,,,Cocina Definida,2024,Jardín,Acepta Mascotas,,,,Piscina,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/125787-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo,U$S 630.000Venta,4,4,373 m²,223m²,150m²,,,Garaje: 2,,,Norte,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/158948-casa-en-venta-de-3-dormitorios-en-carrasco-norte-montevideo,U$S 460.000Venta,3,2,500 m²,180m²,500m²,,,Garaje: 3,,,,,Cocina Definida,2000,Jardín,,,,,Piscina,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/184603-casa-en-venta-de-4-dormitorios-con-garage-en-la-blanqueada-montevideo,U$S 345.000Venta,4,2,136 m²,157m²,136m²,,,Garaje: 1,,,,,Cocina Definida,1936,,,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/7193-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 1.200.000Venta,4,4,1260 m²,580m²,1260m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 2,Garaje: 3,Parrillero,Aire acondicionado,,,Cocina Definida,,Jardín,Acepta Mascotas,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/202103-casa-en-venta-c-cochera-en-union,U$S 89.300Venta,2,2,100 m²,100m²,,,,Garaje: 1,,,Este,,Cocina Definida,1984,Jardín,Acepta Mascotas,,,,,UYU 3025,,,,,Patio,,,
https://www.casasymas.com.uy/propiedad/207185-venta-casa-en-punta-carretas,U$S 530.000Venta,5,4,250 m²,250m²,250m²,Dormitorios de Servicio: 1,,Garaje: 1,,,Norte,,,,,,,,,,UYU 1,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/200453-casa-en-venta-de-3-dormitorios-en-punta-gorda-montevideo,U$S 394.000Venta,3,3,178 m²,178m²,260m²,,,Garaje: 2,,,Sur,3,,,,,10m²,,,,,,,Frente,,,3,,
https://www.casasymas.com.uy/propiedad/131013-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 475.000Venta,3,3,,158m²,187m²,,Dormitorios en Suite: 1,Garaje: 1,Parrillero,Losa Radiante,,2,Cocina Integrada,2018,Jardín,Acepta Mascotas,21m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/155280-casa-en-venta-de-3-dormitorios-con-garage-en-aires-puros-montevideo,U$S 120.000Venta,3,1,96 m²,66m²,30m²,,,Garaje: 1,,,Este,,Cocina Definida,1990,Jardín,Acepta Mascotas,,,,,UYU 2000,,,Interior,,Patio,,,
https://www.casasymas.com.uy/propiedad/169335-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 860.000Venta,3,3,180 m²,180m²,320m²,Dormitorios de Servicio: 1,,,,,Norte,,Cocina Definida,2024,Jardín,Acepta Mascotas,180m²,,,,UYU 10000,,,Frente,,,2,Lavadero,
https://www.casasymas.com.uy/propiedad/97299-casa-en-venta-de-4-dormitorios-en-carrasco-montevideo,U$S 2.500.000Venta,4,6,1450 m²,806m²,1450m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 4,,,,,,,1,,,,,,Piscina,,,,,,,,,
https://www.casasymas.com.uy/propiedad/158981-casa-en-venta-de-2-dormitorios-con-garage-en-malvin-montevideo,U$S 260.000Venta,2,1,400 m²,85m²,400m²,,,Garaje: 1,,,,,Cocina Definida,1970,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/61082-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 970.000Venta,3,4,40 m²,180m²,250m²,,,Garaje: 2,,,,,,2022,,,,,,,UYU 28000,,,,,,1,,
https://www.casasymas.com.uy/propiedad/208028-casa-en-venta-de-3-dormitorios-con-garage-en-carrasco-montevideo,U$S 460.000Venta,3,2,400 m²,200m²,400m²,,Dormitorios en Suite: 1,Garaje: 1,,,Sur,,Cocina Definida,2000,,,20m²,,,Piscina,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/166198-casa-en-venta-de-3-dormitorios-en-carrasco-montevideo,U$S 490.000Venta,3,2,316 m²,158m²,316m²,,,Garaje: 2,,,,,Cocina Definida,1956,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/204092-casa-en-venta-de-5-dormitorios-en-la-comercial-montevideo,U$S 169.000Venta,5,2,228 m²,188m²,188m²,Dormitorios de Servicio: 1,,,Parrillero,estufa a leña,Sur,2,Cocina Definida,1922,Jardín,Acepta Mascotas,26m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/183526-venta-de-casa-en-punta-carretas-3-dormitorios,U$S 275.000Venta,3,2,110 m²,100m²,110m²,,,,Parrillero,Estufa Leña,Oeste,1,Cocina Definida,1960,,Acepta Mascotas,90m²,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/203793-casa-en-venta-de-3-dormitorios-con-garage-en-punta-gorda-montevideo,U$S 690.000Venta,3,3,305 m²,180m²,305m²,Dormitorios de Servicio: 1,Dormitorios en Suite: 1,Garaje: 1,,,Este,,Cocina Definida,1970,,,,,,,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/204453-casa-en-venta-de-11-dormitorios-en-ciudad-vieja-montevideo,U$S 250.000Venta,11,4,320 m²,320m²,320m²,,,,,,,,Cocina Definida,1921,,,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/198805-casa-en-venta-de-4-dormitorios-en-parque-batlle-montevideo,U$S 330.000Venta,4,2,329 m²,166m²,329m²,,,,,,,,,1960,,,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/155545-casa-en-venta-de-2-dormitorios-en-carrasco-norte-montevideo,U$S 259.900Venta,2,2,92 m²,77m²,,,,Cochera: 2,Parrillero,,,2,Cocina Integrada,2024,Jardín,,15m²,Propiedad Horizontal,,,UYU 2000,,,,,,,,
https://www.casasymas.com.uy/propiedad/200494-casa-en-venta-de-5-dormitorios-en-sayago-montevideo,U$S 300.000Venta,5,3,519 m²,380m²,519m²,,,Garaje: 2,,,,,Cocina Definida,1923,Jardín,Acepta Mascotas,,,,,,3m,1,,,Patio,,,
https://www.casasymas.com.uy/propiedad/126384-casa-en-venta-de-3-dormitorios-con-garage-en-cerrito-de-la-victoria-montevideo,U$S 105.000Venta,3,1,65 m²,65m²,,,,Garaje: 1,,,Este,,,,,,,,,,,,,Frente,,,,,
https://www.casasymas.com.uy/propiedad/187441-venta-casa-3-dormitorios-en-terreno-de-580-m2-flor-de-maronas-montevideo,U$S 114.000Venta,3,1,583 m²,115m²,583m²,Dormitorios de Servicio: 1,,Garaje: 1,,,,,Cocina Definida,1978,,,,,,,,,,Frente,,,,Lavadero,
https://www.casasymas.com.uy/propiedad/158725-casa-en-venta-de-3-dormitorios-en-buceo-montevideo,U$S 340.000Venta,3,2,400 m²,150m²,400m²,,,Garaje: 3,,,,,Cocina Definida,1970,,Acepta Mascotas,,,,,,3m,1,,,Patio,,Lavadero,
https://www.casasymas.com.uy/propiedad/117827-casa-en-venta-de-5-dormitorios-con-garage-en-villa-dolores-montevideo,U$S 430.000Venta,5,3,129 m²,98m²,344m²,,,Cochera: 1,Parrillero,,Sur,2,Cocina Definida,1924,Jardín,Acepta Mascotas,,,Rejas,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/142850-casa-en-venta-de-3-dormitorios-en-prado-montevideo,U$S 172.000Venta,3,1,103 m²,80m²,23m²,,,Garaje: 2,,,Sur,,Cocina Definida,2005,Jardín,Acepta Mascotas,,,,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/178424-casa-en-venta-de-2-dormitorios-con-garage-en-carrasco-norte-montevideo,U$S 298.000Venta,2,3,105 m²,85m²,105m²,,Dormitorios en Suite: 2,Garaje: 1,,,,,Cocina Definida,1,Jardín,Acepta Mascotas,,,,,,3m,1,,,,,,
https://www.casasymas.com.uy/propiedad/176801-casa-en-venta-de-tres-dormitorios-apartamento-en-la-teja,U$S 109.000Venta,3,1,192 m²,143m²,49m²,,,Garaje: 1,Parrillero,Estufa Leña,Oeste,2,Cocina Definida,1990,,Acepta Mascotas,,,Rejas,,,,,,,,,,
https://www.casasymas.com.uy/propiedad/176699-casa-en-venta-de-4-dormitorios-con-garage-en-aguada-montevideo,U$S 175.000Venta,4,2,,180m²,,,Dormitorios en Suite: 2,Garaje: 1,,,,,Cocina Definida,,,,,,,,,,,Frente,,,,Lavadero,
